ASSET ID,DESCRIPTION,CONTROL SECTION,MUNICIPALITY,INTERSECTION TYPE,Intersection Type,x,y
6695,6695 NW 82 Av & NW 162 St,282,Miami Lakes,Fully Actuated,SUNRISE,-8942664.489866521,2989243.4595357357
6696,6696 SW 132 Av & SW 12 St,47,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8951300.700490061,2968817.019081009
6697,6697 NW 107 Av & NW 66 St,258,Doral,Fully Actuated,SUNRISE,-8946755.050346745,2978457.550081449
6698,6698 N Meadow Lake Dr & SW 152 Av,52,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8954477.546137074,2965231.4213451846
6700,6700 NW 112 Av & NW 74 St,83,Doral,Fully Actuated,SUNRISE,-8947689.63758448,2979349.7087337794
6701,6701 NE 29 Av & NE 188 St,38,Aventura,Fully Actuated,SUNRISE,-8921437.107524153,2992793.8217827375
6702,6702 SW 157 Av & SW 136 St,281,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8955406.222309846,2954569.8694807156
6711,6711 NE 16 Av & NE 126 St,37,North Miami,Fully Actuated,SUNRISE,-8924082.623015217,2985764.7283835113
6712,6712 NW 14 Av & NW 58 St,125,Miami,Fully Actuated,SUNRISE,-8930114.5464343,2977820.3801969416
6713,6713 West Av & 16 St,274,Miami Beach,SCOOT,SCOOT,-8921409.410121648,2972955.386091392
6715,6715 NW 92 Av / NW 116 St / NW 117 St,259,Hialeah Gardens,Fully Actuated,SUNRISE,-8944242.463686025,2984136.2216746504
6716,6716 NW 92 Av & NW 120 St,260,Hialeah,Fully Actuated,SUNRISE,-8944261.504884925,2984511.3989112466
6719,6719 LeJeune Rd & Loquat Av,48,Coral Gables,Traffic Responsive,SUNRISE,-8934675.445121465,2964889.5747845233
6722,Brickell Av & SE 10 St,223,Miami,Traffic Responsive,SCOOT,-8926844.238056011,2969902.5541718574
6723,6723 NW 199 St @ NW 2200 Blk,60,Miami Gardens,SCOOT,SCOOT,-8932084.68100875,2993426.376001947
6729,6729 NW 11 Av & NW 14 St,144,Miami,Traffic Responsive,SCOOT,-8929226.95605919,2972809.977184053
6730,6730 SW 152 Av-N Leg & SW 312 St,232,Homestead,SCOOT,SUNRISE,-8954787.091131927,2934501.058148081
6732,6732 NW 36 St Ext @ NW 8300 Blk,257,Doral,Traffic Responsive,ATSPM,-8942393.489245355,2975542.923975956
6733,6733 NW 42 Ct & NW 18 St,204,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8935106.842657331,2973217.632415892
6734,6734 SW 137 Av & SW 124 St,267,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8951833.874096774,2956085.1223235093
6735,6735 SW 135 Ct & SW 120 St,202,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8951569.591606876,2956590.2181811933
6737,6737 SW 117 Av & SW 136 St,202,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8948173.87959582,2954791.8865366136
6738,6738 NW 17 Av & NW 38 St,7,Miami,Fully Actuated,SUNRISE,-8930489.797758596,2975686.2788726646
6740,6740 Douglas Rd & Ingraham Hwy,220,Miami,Traffic Responsive,SUNRISE,-8933720.463039823,2963736.620126917
6757,6757 Miami Gardens Dr & NW 62 Av,84,Unincorporated Miami-Dade,SCOOT,SCOOT,-8938928.80033822,2991716.1667928277
6758,6758 NW 107 Av & NW 138 St,260,Hialeah,SCOOT,ATSPM,-8947020.753273344,2986533.8608050914
6759,6759 NW 102 Av & NW 138 St,260,Hialeah,SCOOT,ATSPM,-8946130.901999375,2986537.685847416
6760,6760 NW 97 Av & NW 138 St,260,Hialeah,SCOOT,SCOOT,-8945227.315013437,2986563.335065242
6774,6774 SW 117 Av @ SW 10500 Blk,165,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8948306.139396027,2958335.500682697
6777,6777 SW 167 Av & SW 344 St,232,Homestead,SCOOT,SUNRISE,-8956835.753814768,2930878.9276043833
6778,6778 SW 112 Av & SW 236 St,177,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8946980.43112739,2943209.782385598
6779,"South River Dr & NW 89 Av, Miami FL",147,Medley,SCOOT,SCOOT,-8943529.2225,2982625.0566000007
6789,6789 NW 107 Av & NW 17 St,292,Sweetwater,Traffic Responsive,SUNRISE,-8946617.16779906,2973063.25003364
6790,6790 SW 157 Av & SW 64 St,197,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8955298.894735994,2962728.0270003174
6792,6792 Curtis Rd & LeJeune Rd,205,Opa-Locka,Fully Actuated,SUNRISE,-8935377.439188745,2986977.995628287
6793,6793 SR-821 NB & SW 211 St,177,Cutler Bay,Fully Actuated,SUNRISE,-8945973.70885962,2946298.888130034
6796,Brickell Av @ SE 1770 Blk,223,Miami,Traffic Responsive,ATSPM,-8927383.435160372,2968868.7573167235
6797,6797 Bird Rd & SW 157 Av,52,Unincorporated Miami-Dade,SCOOT,SCOOT,-8955395.902993051,2965434.048114521
6799,6799 NW 12 St @ NW 10400 Blk,292,Doral,Traffic Responsive,SUNRISE,-8945974.518152319,2972192.517847579
6801,6801 SW 137 Av & SW 328 St,232,Homestead,SCOOT,SUNRISE,-8951414.286445687,2932689.276949505
6802,6802 SW 312 St @ SW 15800 Blk,232,Homestead,SCOOT,SUNRISE,-8955250.773546513,2934499.076542338
6808,6808 SW 149 Ct & SW 312 St,232,Homestead,SCOOT,SUNRISE,-8953823.215736166,2934514.425053719
6809,6809 SW 137 Av & SW 296 St,232,Homestead,Fully Actuated,SUNRISE,-8951450.339489171,2936336.2990843044
6811,6811 LeJeune Rd & Sevilla Av,64,Coral Gables,SCOOT,ATSPM,-8934790.341307497,2967670.0925043267
6820,6820 Dadeland Blvd / S Dadeland Blvd / US-1,280,Unincorporated Miami-Dade,Fully Actuated,ATSPM,-8940420.618437823,2960165.2637590514
6821,6821 NW 124 Path & NW 12 St,273,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8949670.889636476,2972132.2970341616
6847,6847 SW 117 Av & SW 122 St,202,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8948227.881793998,2956449.584848289
6848,6848 NW 87 Av & NW 90 St,83,Medley,Traffic Responsive,SUNRISE,-8943254.82380537,2981085.5212527523
6849,6849 NW 87 Av & NW 93 St,83,Medley,Traffic Responsive,SUNRISE,-8943255.82902037,2981493.169434258
6850,"South River Dr & NW 87 Av, Miami FL",147,Medley,SCOOT,SCOOT,-8943292.111,2982428.351
6851,"Okeechobee Rd & NW 87 Av, Miami FL",147,Hialeah Gardens,SCOOT,SCOOT,-8943301.0124,2982634.954399999
6858,6858 NW 14 Av & NW 29 St,142,Miami,Fully Actuated,SUNRISE,-8930000.856951548,2974733.9845295567
6861,6861 NW 87 Av & NW 178 St,282,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8943619.007745888,2991041.370487481
6863,6863 SW 142 Av & SW 8 St,0,Unincorporated Miami-Dade,SCOOT,SCOOT,-8952853.173240613,2969494.8637537328
6864,6864 Miami Gardens Dr & NW 73 Av,282,Unincorporated Miami-Dade,SCOOT,SCOOT,-8941116.654685955,2991845.7896277877
6865,6865 NW 97 Av & NW 17 St,254,Doral,Fully Actuated,SUNRISE,-8944843.921781586,2973097.569589979
6867,6867 Bob Hope Rd / NW 19 St / NW 20 St,144,Miami,Fully Actuated,SUNRISE,-8929054.396376925,2973630.706936608
6868,6868 Ludlam Rd & Main St,93,Miami Lakes,Fully Actuated,SUNRISE,-8939997.878218755,2988329.3884218023
6869,6869 NW 112 Av & NW 86 St,83,Doral,Fully Actuated,SUNRISE,-8947710.892928053,2980702.6760350997
6870,6870 E 4 Av & E 43 St,229,Hialeah,Fully Actuated,SUNRISE,-8936131.647663184,2981952.711172598
6872,6872 NW 1 St / Miami Ct / NW 1 Av,27,Miami,SCOOT,SCOOT,-8927272.527551696,2971249.55742161
6874,6874 NW 117 Av & NW 25 St,265,Doral,Fully Actuated,SUNRISE,-8948429.866557265,2973941.9284313433
6875,6875 SW 149 Av & SW 80 St,261,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8953898.689237729,2960989.531734692
6876,6876 SW 157 Av @ SW 8600 Blk,261,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8955215.772472216,2960264.08804748
6877,6877 Coral Way & SW 149 Av,210,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8954121.294823468,2967267.6163414535
6878,6878 SW 137 Av & SW 284 St,180,Unincorporated Miami-Dade,SCOOT,SUNRISE,-8951465.431072537,2937700.40211808
6879,6879 NE 2 Av / NE 63 Ter / NE 64 St,66,Miami,Fully Actuated,SUNRISE,-8926963.83081136,2978596.4649367696
6881,6881 NW 15 Av & NW 7 St,65,Miami,SCOOT,ATSPM,-8930036.622790745,2971865.0744850114
6882,6882 NW 17 Av & NW 3 St,65,Miami,SCOOT,ATSPM,-8930373.671492191,2971397.9993204824
6885,6885 NW 33 St @ NW 9300 Blk,263,Doral,Fully Actuated,SUNRISE,-8944292.950414684,2974898.8155647414
