ASSET ID,DESCRIPTION,CONTROL SECTION,MUNICIPALITY,INTERSECTION TYPE,Intersection Type,x,y
2028,2028 NE 167 St / NE 10 Av / NE 11 Av,233,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8925446.05189331,2990290.156467683
2030,2030 NW 2 Av / NW 49 St / NW 50 St,129,Miami,Fully Actuated,SUNRISE,-8927804.845111527,2976929.82223867
2031,2031 NW 2 Av / NW 61 St / NW 62 St,129,Miami,Fully Actuated,SUNRISE,-8927856.960444335,2978185.4802557006
2036,2036 NW 36 St / NW 7 Av / NW 8 Av,7,Miami,Fully Actuated,SUNRISE,-8928909.522965217,2975567.2555425176
2039,2039 NW 46 St / NW 12 Av / NW 13 Av,126,Miami,Fully Actuated,SUNRISE,-8929751.814099941,2976468.3433598247
2040,2040 NW 50 St / NW 12 Av / NW 13 Av,126,Miami,Fully Actuated,SUNRISE,-8929803.358363762,2976919.356349415
2043,2043 NW 71 St / NW 13 Av / NW 14 Av,219,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8930075.161598459,2979190.7001787224
2044,2044 NW 75 St / NW 4 Ct / NW 5 Av,127,Miami,Fully Actuated,SUNRISE,-8928429.465453535,2979705.5454607094
2045,2045 NW 79 St / NW 5 Av / NW 5 Ct,31,Miami,Traffic Responsive,ATSPM,-8928470.616929697,2980162.2652454427
2047,2047 N Miami Av & N 36 St,129,Miami,SCOOT,SCOOT,-8927303.214995723,2975624.786126313
2048,2048 NW 2 Av & NW 36 St,129,Miami,SCOOT,SCOOT,-8927757.719118293,2975607.2035688413
2049,2049 NW 7 Av & NW 36 St,7,Miami,SCOOT,SCOOT,-8928665.335869798,2975571.179114972
2050,2050 NW 10 Av & NW 36 St,7,Miami,Fully Actuated,SUNRISE,-8929118.282632692,2975559.1586178797
2051,2051 NW 12 Av & NW 36 St,7,Miami,Fully Actuated,SUNRISE,-8929572.378212731,2975542.4516147957
2053,2053 NW 17 Av & NW 36 St,7,Miami,Fully Actuated,SUNRISE,-8930481.112611923,2975509.3616405027
2054,2054 NW 18 Av & NW 36 St,7,Miami,Fully Actuated,SUNRISE,-8930710.10459685,2975504.701104165
2055,2055 NW 22 Av & NW 36 St,7,Miami,Fully Actuated,SUNRISE,-8931391.720518146,2975484.816248215
2056,2056 NW 27 Av & NW 36 St,155,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8932302.738080095,2975454.731196284
2057,2057 NW 32 Av & NW 36 St,155,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8933208.191893892,2975424.4706177996
2058,2058 Douglas Rd & NW 36 St,140,Hialeah,Fully Actuated,SUNRISE,-8934112.101706356,2975393.805754878
2059,2059 N Miami Av & N 39 St,129,Miami,SCOOT,SCOOT,-8927312.582530873,2975892.6757364185
2064,2064 N Miami Av & N 46 St,129,Miami,Fully Actuated,SUNRISE,-8927334.239737807,2976525.346968476
2065,2065 NW 2 Av & NW 46 St,129,Miami,Fully Actuated,SUNRISE,-8927790.473765263,2976527.2513795714
2066,2066 NW 7 Av & NW 46 St,31,Miami,Traffic Responsive,ATSPM,-8928695.883051265,2976498.377318706
2067,2067 NW 10 Av & NW 46 St,31,Miami,Fully Actuated,SUNRISE,-8929151.195353338,2976484.626019311
2068,2068 NW 12 Av & NW 46 St,126,Miami,Fully Actuated,SUNRISE,-8929603.638952136,2976469.375942311
2069,2069 NW 17 Av & NW 46 St,126,Miami,Fully Actuated,SUNRISE,-8930523.261510722,2976443.2361700023
2070,2070 N Miami Av & N 54 St,129,Miami,Fully Actuated,SUNRISE,-8927383.670044499,2977456.8895447915
2071,2071 NW 2 Av & NW 54 St,129,Miami,Fully Actuated,SUNRISE,-8927825.999154361,2977444.0995041076
2073,2073 NW 7 Av & NW 54 St,31,Miami,Traffic Responsive,ATSPM,-8928732.28118517,2977416.631006425
2074,2074 NW 10 Av & NW 54 St,125,Miami,Fully Actuated,SUNRISE,-8929181.88836334,2977399.632495447
2075,2075 NW 12 Av & NW 54 St,125,Miami,Fully Actuated,SUNRISE,-8929631.94638545,2977381.3898811373
2076,2076 NW 17 Av & NW 54 St,125,Miami,Fully Actuated,SUNRISE,-8930556.275532108,2977352.000905388
2077,2077 NW 7 Av & NW 58 St,31,Miami,Traffic Responsive,ATSPM,-8928749.671516024,2977868.1073033856
2079,2079 N Miami Av & N 62 St,129,Miami,Fully Actuated,SUNRISE,-8927416.626179747,2978364.357971941
2080,2080 NW 2 Av & NW 62 St,129,Miami,Fully Actuated,SUNRISE,-8927863.558350554,2978350.3612733134
2081,2081 NW 7 Av & NW 62 St,31,Miami,Traffic Responsive,SCOOT,-8928769.770250086,2978319.3588252054
2082,2082 NW 10 Av & NW 62 St,124,Miami,Fully Actuated,SUNRISE,-8929219.300617807,2978305.6330246134
2083,2083 NW 12 Av & NW 62 St,124,Miami,Fully Actuated,SUNRISE,-8929670.200215265,2978285.628107625
2084,2084 NW 15 Av & NW 62 St,124,Miami,Fully Actuated,SUNRISE,-8930370.325228296,2978258.628006135
2085,2085 NW 17 Av & NW 62 St,124,Miami,Fully Actuated,SUNRISE,-8930594.933451677,2978244.09588473
2086,2086 N Miami Av & N 71 St,66,Miami,Fully Actuated,SUNRISE,-8927443.197029006,2979282.4986575893
2087,2087 NW 2 Av & NW 71 St,127,Miami,Fully Actuated,SUNRISE,-8927900.112331746,2979262.6272232397
2088,2088 NW 7 Av & NW 71 St,31,Miami,Traffic Responsive,SCOOT,-8928808.695336431,2979237.1021295884
2089,2089 NW 17 Av & NW 71 St,122,Miami,Fully Actuated,SUNRISE,-8930634.245929848,2979169.384223636
2090,2090 N Miami Av & N 75 St,66,Miami,Fully Actuated,SUNRISE,-8927459.785859521,2979740.9183464576
2091,2091 NW 2 Av & NW 75 St,127,Miami,Fully Actuated,SUNRISE,-8927915.030256707,2979723.5040110466
2092,2092 NW 7 Av & NW 75 St,31,Miami,Traffic Responsive,SCOOT,-8928823.504168293,2979692.701505173
2093,2093 N Miami Av & N 79 St,66,Miami,Fully Actuated,SUNRISE,-8927480.092761032,2980197.0578732756
2094,2094 NW 2 Av & NW 79 St,66,Miami,Fully Actuated,SUNRISE,-8927932.832469676,2980183.326600537
2095,2095 NW 7 Av & NW 79 St,31,Miami,Traffic Responsive,SCOOT,-8928838.946408054,2980148.723256667
2097,2097 US - 1 & NE 36 St,268,Miami,SCOOT,SCOOT,-8926648.165470904,2975645.9398789206
2098,2098 Federal Hwy & NE 36 St & NE 2 Av,268,Miami,SCOOT,SCOOT,-8926801.447956948,2975641.7430075863
2099,2099 US - 1 & NE 38 St,268,Miami,SCOOT,SCOOT,-8926628.395129338,2975869.7842393066
2102,2102 NE 2 Av & NE 39 St,268,Miami,SCOOT,SCOOT,-8926861.101845674,2975912.3051742204
2103,2103 US - 1 & NE 54 St,36,Miami,SCOOT,SCOOT,-8926366.485970985,2977485.4996027565
2104,2104 NE 2 Av & NE 54 St,130,Miami,Fully Actuated,SUNRISE,-8926917.96384157,2977470.6071293666
2105,2105 Federal Hwy & NE 54 St,36,Miami,SCOOT,SCOOT,-8926419.480727773,2977483.341541191
2108,2108 NE 2 Av & NE 59 St,130,Miami,Fully Actuated,SUNRISE,-8926938.76500162,2978008.853147191
2109,2109 US - 1 & NE 61 St,36,Miami,SCOOT,SCOOT,-8926045.524049155,2978367.5216704546
2110,2110 NE 2 Av & NE 61 St & NE 62 St,130,Miami,Fully Actuated,SUNRISE,-8926958.322722957,2978374.850866745
2111,2111 NE 4 Ct & NE 61 St,130,Miami,Fully Actuated,SUNRISE,-8926428.498719722,2978359.76207649
2112,2112 US - 1 / NE 66 St / NE 67 St,36,Miami,SCOOT,SCOOT,-8926061.879108744,2978865.168334572
2113,2113 US - 1 & NE 71 St,36,Miami,SCOOT,SCOOT,-8926078.250866255,2979316.007799964
2114,2114 NE 2 Av & NE 71 St,66,Miami,Fully Actuated,SUNRISE,-8926989.758233963,2979297.3781322013
2115,2115 US - 1 & NE 78 St,36,Miami,SCOOT,SCOOT,-8926106.970181685,2980157.011971545
2116,2116 NE 2 Av & NE 78 St,66,Miami,Fully Actuated,SUNRISE,-8927020.540299557,2980072.1818166273
2117,2117 NE 10 Av & NE 79 St,36,Miami,Fully Actuated,SUNRISE,-8925200.166062461,2980274.6476609902
2118,2118 NE 7 Av & NE 79 St,36,Miami,SCOOT,ATSPM,-8925902.36161802,2980253.8508807686
2119,2119 US -1 & NE 79 St,36,Miami,SCOOT,SCOOT,-8926110.686026286,2980247.2183802645
2120,2120 NE 5 Av & NE 79 St,36,Miami,SCOOT,ATSPM,-8926310.387626793,2980239.4664481035
2121,2121 NE 4 Ct & NE 79 St,36,Miami,SCOOT,ATSPM,-8926522.18186359,2980232.8067413555
2122,2122 NE 4 Av & NE 79 St,36,Miami,SCOOT,ATSPM,-8926595.01264044,2980229.9407429327
2123,2123 NE 2 Av & NE 79 St,66,Miami,Fully Actuated,SUNRISE,-8927021.969641818,2980212.2722523226
2124,2124 NE 2 Av & NE 80 Ter,66,Miami,Fully Actuated,SUNRISE,-8927029.573876234,2980369.9708415614
2125,2125 US - 1 & NE 81 St,36,Miami,SCOOT,SCOOT,-8926119.531473026,2980442.190658696
2126,2126 NE 2 Av & NE 84 St,66,Miami,Fully Actuated,SUNRISE,-8927041.00861433,2980804.506108002
2128,2128 Flagler St W / W 52 Ct / W 53 Av,70,Miami,SCOOT,SUNRISE,-8936846.917692937,2970755.029772262
2129,2129 Flagler St W / W 60 Av / W 60 Ct,70,Miami,SCOOT,SUNRISE,-8938295.362379342,2970705.963599801
2132,2132 LeJeune Rd / NW 1 St / NW 2 St,293,Miami,SCOOT,SUNRISE,-8934916.918247698,2970995.0006159362
2133,2133 Red Rd / SW 4 St / SW 5 St,45,Miami,SCOOT,SUNRISE,-8937615.640002584,2970222.7435614686
2135,2135 SW 8 St / SW 74 Av / SW 75 Av,0,Miami,SCOOT,SCOOT,-8940826.963522285,2969717.5796433873
2136,2136 Flagler St W & LeJeune Rd,4,Coral Gables,SCOOT,SUNRISE,-8934912.455449311,2970830.0193893663
2137,2137 Flagler St W & W 47 Av,70,Miami,SCOOT,SUNRISE,-8935804.475226963,2970803.288904275
2138,2138 Flagler St W & Red Rd,70,Miami,SCOOT,SUNRISE,-8937632.605092982,2970718.646397907
2139,2139 Flagler St W & Ludlam Rd,70,Miami,SCOOT,SUNRISE,-8939422.679277876,2970683.7378260577
2141,2141 LeJeune Rd & NW 7 St,293,Miami,SCOOT,SUNRISE,-8934948.108855825,2971699.612470351
2143,2143 LeJeune Rd & NW 14 St,293,Miami,SCOOT,SUNRISE,-8934962.246431155,2972614.0148331323
2144,2144 LeJeune Rd & SW 8 St,77,Miami,SCOOT,SCOOT,-8934870.65720691,2969932.990002911
2145,2145 Red Rd & SW 8 St,45,Miami,SCOOT,SCOOT,-8937602.813770855,2969826.5297638564
2146,2146 Bayshore Dr S / Crystal View Ct / Emathla St,162,Miami,Traffic Responsive,SUNRISE,-8930804.926539106,2966570.374924336
2147,2147 US - 1 / SW 24 Av / SW 27 Av,34,Miami,Traffic Responsive,SCOOT,-8931633.768052952,2967070.6528186775
2148,2148 Flagler St E / E 1 Av / E 2 Av,25,Miami,SCOOT,SCOOT,-8926830.550211424,2971143.3051954405
2149,2149 Flagler St E / Miami Av / E 1 Av,25,Miami,SCOOT,SCOOT,-8927018.764753679,2971136.3801364014
2151,2151 Flagler St W / W 29 Av / W 30 Av,56,Miami,SCOOT,SCOOT,-8932465.96028347,2970900.1908529387
2152,2152 Flagler St W / W 40 Av / W 40 Ct,4,Coral Gables,SCOOT,SUNRISE,-8934701.693144197,2970833.40396869
2153,2153 SW 8 Av / SW 3 St / SW 4 St,69,Miami,SCOOT,SCOOT,-8928671.337103546,2970678.2975847893
2154,2154 SW 12 Av / SW 2 St / SW 3 St,69,Miami,SCOOT,SCOOT,-8929446.989051495,2970761.2722996087
2155,2155 SW 12 Av / SW 14 St / SW 15 St,151,Miami,Traffic Responsive,SUNRISE,-8929409.958622884,2969361.8494058214
2157,2157 SW 13 Av / SW 19 St / SW 19 Ter,151,Miami,Fully Actuated,SUNRISE,-8929633.108560935,2968676.048763855
2159,2159 SW 22 Av / SW 10 St / SW 11 St,44,Miami,SCOOT,SCOOT,-8931227.716851946,2969770.197421045
2161,2161 SW 22 Av / SW 25 St / SW 26 St,34,Miami,Traffic Responsive,ATSPM,-8931149.536060367,2967453.5548719577
2166,2166 Douglas Rd / Thomas Av / William Av,48,Miami,Fully Actuated,SUNRISE,-8933783.534436915,2965249.4165464113
2167,2167 SE 1 St / SE 1 Av / SE 2 Av,25,Miami,SCOOT,SCOOT,-8926827.744960256,2971039.596535758
2168,2168 SE 1 St / S Miami Av / SE 1 Av,25,Miami,SCOOT,SCOOT,-8927042.55595525,2971033.6629317757
2171,2171 Coral Way / SW 13 Av / SW 14 Av,151,Miami,Traffic Responsive,SUNRISE,-8929670.99281004,2968273.8329968033
2172,2172 Coral Way / SW 24 Av / SW 25 Av,151,Miami,Traffic Responsive,SUNRISE,-8931804.537717804,2968202.4900706443
2175,2175 Bird Av & SW 27 Av,48,Miami,Traffic Responsive,SUNRISE,-8932016.89523122,2966359.761738878
2176,2176 Bird Av & SW 32 Av,48,Miami,Traffic Responsive,SUNRISE,-8932928.281260686,2966336.46742315
2177,2177 Bird Rd & Douglas Rd,34,Miami,Traffic Responsive,SCOOT,-8933835.929181647,2966305.0516676256
2178,S Miami Av & Brickell Av,33,Miami,Traffic Responsive,SUNRISE,-8928543.1527099,2968169.915967897
2180,2180 US - 1 & SW 17 Av,34,Miami,Traffic Responsive,SCOOT,-8930248.245595524,2967633.952829979
2181,2181 US - 1 & SW 22 Av,34,Miami,Traffic Responsive,SCOOT,-8931148.26924456,2967266.3730763188
2182,2182 US - 1 & SW 27 Av,34,Miami,Traffic Responsive,SCOOT,-8932035.673716122,2966905.7935534017
2184,2184 US - 1 & SW 32 Av,34,Miami,Traffic Responsive,SCOOT,-8932934.37266322,2966540.2167015513
2185,2185 Bird Rd & US - 1,34,Miami,Traffic Responsive,SCOOT,-8933475.069241123,2966317.818403692
2186,2186 Douglas Rd & US - 1,34,Miami,Traffic Responsive,SCOOT,-8933822.371580863,2966006.2457395834
2187,2187 Flagler St E & US - 1 SB,2,Miami,SCOOT,SCOOT,-8926450.70807133,2971156.0254569985
2188,2188 Flagler St E & E 3 Av,25,Miami,SCOOT,SCOOT,-8926596.394115321,2971148.875407745
2189,2189 Flagler St E & E 2 Av,25,Miami,SCOOT,SCOOT,-8926740.440423213,2971146.938318584
2190,2190 Flagler St E & E 1 Av,25,Miami,SCOOT,SCOOT,-8926924.38697619,2971139.680726432
2191,2191 Flagler St & Miami Av,25,Miami,SCOOT,SCOOT,-8927113.30617082,2971133.2315967144
2192,2192 Flagler St W & W 1 Av,27,Miami,SCOOT,SCOOT,-8927330.19884029,2971128.7826012713
2194,2194 Flagler St W & W 2 Av,27,Miami,SCOOT,SCOOT,-8927569.080448778,2971120.4903399553
2197,2197 Flagler St W & W 8 Av,69,Miami,SCOOT,SCOOT,-8928679.584764618,2971081.2900607544
2198,2198 Flagler St W & W 12 Av,69,Miami,SCOOT,SCOOT,-8929456.12838169,2971054.7494878187
2199,2199 Flagler St W & W 13 Av,69,Miami,SCOOT,SCOOT,-8929642.414870363,2971049.2534813685
2200,2200 Flagler St W & W 16 Av,69,Miami,SCOOT,ATSPM,-8930201.071734909,2971031.3673693794
2201,2201 Flagler St W & W 17 Av,69,Miami,SCOOT,ATSPM,-8930368.476211553,2971004.798454977
2202,2202 Flagler St W & W 22 Av,69,Miami,SCOOT,SCOOT,-8931271.952991197,2970939.566182802
2203,2203 Flagler St W & W 24 Av,56,Miami,SCOOT,SCOOT,-8931721.426585978,2970929.4914878327
2204,2204 Flagler St W & W 27 Av,56,Miami,SCOOT,SCOOT,-8932175.935161328,2970911.295246476
2205,2205 Flagler St W & W 32 Av,56,Miami,SCOOT,ATSPM,-8933126.082637485,2970876.3726184973
2206,2206 Douglas Rd & Flager St W,4,Miami,SCOOT,SUNRISE,-8933991.904486172,2970847.2970692813
2207,2207 Grand Av & Main Hwy & McFarlane Rd,48,Miami,Traffic Responsive,SUNRISE,-8932529.357846672,2965442.406363495
2208,2208 Douglas Rd & Grand Av,48,Miami,Fully Actuated,SUNRISE,-8933790.261473743,2965387.6391595257
2209,2209 Douglas Rd & Main Hwy,220,Miami,Traffic Responsive,SUNRISE,-8933733.190197203,2964188.0438029175
2211,2211 US - 1 SB & SE 1 St,2,Miami,SCOOT,SCOOT,-8926437.248431697,2971060.0959198163
2212,2212 SE 3 Av & SE 1 St,25,Miami,SCOOT,SCOOT,-8926594.64751251,2971047.4598008995
2213,2213 SE 2 Av & SE 1 St,25,Miami,SCOOT,SCOOT,-8926730.528535752,2971042.709206473
2214,2214 SE 1 Av & SE 1 St,25,Miami,SCOOT,SCOOT,-8926917.499639295,2971035.637091002
2215,2215 S Miami Av & S 1 St,25,Miami,SCOOT,SCOOT,-8927109.673815835,2971031.7617066745
2216,2216 SW 1 Av & SW 1 St,27,Miami,SCOOT,SCOOT,-8927326.090037886,2971025.6414447087
2217,2217 SW 2 Av & SW 1 St,27,Miami,SCOOT,SCOOT,-8927565.144191584,2971016.3936855127
2219,2219 SW 8 Av & SW 1 St,69,Miami,SCOOT,SCOOT,-8928678.599587126,2970959.674800187
2220,2220 SW 12 Av & SW 1 St,69,Miami,SCOOT,SCOOT,-8929452.953549813,2970934.174056855
2221,2221 SW 16 Av & SW 1 St,69,Miami,SCOOT,ATSPM,-8930198.465745628,2970909.2988531627
2222,2222 SW 17 Av & SW 1 St,69,Miami,SCOOT,ATSPM,-8930360.570301319,2970895.5948256557
2223,2223 SW 22 Av & SW 1 St,69,Miami,SCOOT,SCOOT,-8931265.843777541,2970797.5123865893
2224,2224 US - 1 SB & SE 2 St,2,Miami,SCOOT,SCOOT,-8926425.795882486,2970964.178135441
2225,2225 SE 3 Av & SE 2 St,228,Miami,SCOOT,SCOOT,-8926591.414794497,2970955.1158390855
2226,2226 SE 2 Av & SE 2 St,228,Miami,SCOOT,SCOOT,-8926730.851362275,2970944.803790761
2227,2227 SE 1 Av & SE 2 St,25,Miami,SCOOT,SCOOT,-8926916.471047198,2970937.5648410064
2228,2228 S Miami Av & S 2 St,25,Miami,SCOOT,SCOOT,-8927103.769430043,2970935.593167297
2229,2229 SW 2 Av & SW 2 St,27,Miami,SCOOT,SCOOT,-8927561.28251845,2970914.0308620255
2231,2231 SE 3 Av & SE 3 St,228,Miami,SCOOT,SCOOT,-8926589.74166255,2970837.012292064
2232,2232 SE 3 Av & SE 4 St,228,Miami,SCOOT,SCOOT,-8926588.28560361,2970736.3874999676
2234,2234 SW 8 Av & SW 6 St,44,Miami,SCOOT,SCOOT,-8928660.332058687,2970362.737376217
2235,2235 SW 12 Av & SW 6 St,44,Miami,SCOOT,SCOOT,-8929436.521679776,2970339.6493184953
2236,2236 SW 17 Av & SW 6 St,44,Miami,SCOOT,ATSPM,-8930338.942037452,2970304.8467174266
2237,2237 SW 22 Av & SW 6 St,44,Miami,SCOOT,SCOOT,-8931249.000025392,2970275.6746487184
2238,2238 Beacom Blvd & SW 6 St,44,Miami,SCOOT,SCOOT,-8931869.451452471,2970255.295026488
2239,2239 SW 27 Av & SW 6 St,44,Miami,SCOOT,SCOOT,-8932153.683508312,2970247.1911462382
2240,2240 SW 1 Av & SW 7 St,24,Miami,SCOOT,ATSPM,-8927280.345519535,2970290.5622853492
2241,2241 SW 2 Av & SW 7 St,24,Miami,SCOOT,SCOOT,-8927539.982647082,2970284.0665569473
2242,2242 SW 8 Av & SW 7 St,44,Miami,SCOOT,SCOOT,-8928655.221380865,2970241.613859688
2243,2243 US - 1 & SE 8 St,223,Miami,SCOOT,SCOOT,-8926786.526692402,2970150.508590706
2244,2244 S Miami Av & S 8 St,24,Miami,SCOOT,SCOOT,-8927078.778204361,2970178.9758362565
2245,2245 SW 1 Av E & SW 8 St,24,Miami,SCOOT,SCOOT,-8927300.789344018,2970171.8806513464
2246,2246 SW 2 Av & SW 8 St,24,Miami,SCOOT,SCOOT,-8927536.173294106,2970162.6964710983
2247,2247 SW 8 Av & SW 8 St,44,Miami,SCOOT,SCOOT,-8928650.984561045,2970126.4270499065
2248,2248 SW 12 Av & SW 8 St,44,Miami,SCOOT,SCOOT,-8929431.817318095,2970113.2935909927
2249,2249 SW 17 Av & SW 8 St,44,Miami,SCOOT,SCOOT,-8930327.60526051,2970078.8549363506
2250,2250 SW 19 Av & SW 8 St,44,Miami,SCOOT,SCOOT,-8930786.756971821,2970068.38281275
2251,2251 SW 22 Av & SW 8 St,44,Miami,SCOOT,SCOOT,-8931237.856944362,2970053.979946749
2253,2253 SW 27 Av & SW 8 St,44,Miami,SCOOT,SCOOT,-8932147.569841878,2970023.31518954
2254,2254 SW 32 Av & SW 8 St,77,Miami,SCOOT,SCOOT,-8933056.334297333,2969995.43785603
2255,Coral Way & Brickell Av,223,Miami,Traffic Responsive,SCOOT,-8926919.560163068,2969593.4133627983
2256,2256 Coral Way & S Miami Av,211,Miami,Traffic Responsive,ATSPM,-8927074.907625666,2969582.114671533
2257,2257 Coral Way & SW 1 Av,211,Miami,Traffic Responsive,ATSPM,-8927279.883543648,2969576.4449344315
2258,2258 Coral Way & SW 2 Av,211,Miami,Traffic Responsive,ATSPM,-8927516.921701368,2969568.1634387816
2259,2259 SW 27 Av & SW 16 St,151,Miami,Fully Actuated,SUNRISE,-8932115.349528464,2969111.4128172924
2260,2260 SW 32 Av & SW 16 St,151,Miami,Fully Actuated,SUNRISE,-8933031.5946537,2969077.746543274
2261,Broadway & Brickell Av,223,Miami,Traffic Responsive,SCOOT,-8927030.769447565,2969140.347730117
2262,2262 Coral Way & SW 12 Av & SW 3 Av,151,Miami,Traffic Responsive,SUNRISE,-8929442.982663022,2968281.565006851
2263,2263 Coral Way & SW 17 Av,151,Miami,Traffic Responsive,SUNRISE,-8930270.523965215,2968257.135527357
2264,2264 Coral Way & SW 22 Av,151,Miami,Traffic Responsive,SUNRISE,-8931177.692099173,2968223.416831636
2265,2265 Coral Way & SW 27 Av,151,Miami,Traffic Responsive,SUNRISE,-8932081.660910964,2968190.5992046823
2266,2266 Coral Way & SW 32 Av,151,Miami,SCOOT,SUNRISE,-8932990.457649073,2968163.151746259
2267,Brickell Av & SE 26 Rd,33,Miami,Traffic Responsive,SUNRISE,-8928264.831719017,2968199.981135438
2268,2268 S Miami Av & S 26 Rd,33,Miami,Traffic Responsive,SUNRISE,-8928357.290348483,2968318.781541862
2269,2269 NW 2 Av / NW 30 St / NW 31 St,123,Miami,SCOOT,SCOOT,-8927739.012991061,2974967.666140783
2274,2274 NW 10 Av / NW 29 Ter / NW 30 St,148,Miami,Fully Actuated,SUNRISE,-8929096.401673581,2974898.9540519803
2280,2280 NW 1 Pl / NW 18 St / NW 19 St,29,Miami,Fully Actuated,ATSPM,-8927648.494660316,2973503.222472759
2283,2283 NW 7 St / NW 21 Av / NW 22 Av,65,Miami,Traffic Responsive,SCOOT,-8931167.057748217,2971822.136316978
2285,2285 NW 7 St / NW 40 Av / NW 40 Ct,293,Miami,SCOOT,SUNRISE,-8934741.410825318,2971705.9135022415
2292,2292 NW 23 St / NW 18 Av / NW 19 Av,142,Miami,Fully Actuated,SUNRISE,-8930709.462283388,2974131.3393894145
2295,2295 North River Dr & NW 17 Av,145,Miami,Traffic Responsive,SUNRISE,-8930377.59327785,2972714.666108286
2296,2296 US - 1 SB & NE 1 St,2,Miami,SCOOT,SCOOT,-8926461.002897838,2971277.160232289
2297,2297 NE 2 Av & NE 1 St,25,Miami,SCOOT,SCOOT,-8926745.558893397,2971267.730595033
2298,2298 NE 1 Av & NE 1 St,25,Miami,SCOOT,SCOOT,-8926929.075753141,2971262.5707515185
2299,2299 N Miami Av & N 1 St,25,Miami,SCOOT,SCOOT,-8927116.822753534,2971253.6096380437
2302,2302 NW 2 Av & NW 1 St,27,Miami,SCOOT,SCOOT,-8927573.468663106,2971237.1745572747
2304,2304 US - 1 SB & NE 2 St,2,Miami,SCOOT,SCOOT,-8926482.360655343,2971394.329049222
2305,2305 NE 2 Av & NE 2 St,25,Miami,SCOOT,SCOOT,-8926746.933689112,2971385.119379681
2306,2306 NE 1 Av & NE 2 St,25,Miami,SCOOT,SCOOT,-8926934.617237393,2971380.007706529
2307,2307 N Miami Av & N 2 St,25,Miami,SCOOT,SCOOT,-8927123.543111192,2971372.1998919225
2308,2308 US - 1 SB & NE 3 St,2,Miami,SCOOT,SCOOT,-8926518.425943969,2971511.4048503987
2309,2309 NE 2 Av & NE 3 St,25,Miami,SCOOT,SCOOT,-8926749.22019145,2971505.767745235
2310,2310 NE 1 Av & NE 3 St,25,Miami,SCOOT,SCOOT,-8926934.367881734,2971500.6609748644
2311,2311 N Miami Av & N 3 St,25,Miami,SCOOT,SCOOT,-8927129.178103816,2971491.827045128
2312,2312 US - 1 SB & NE 4 St,2,Miami,SCOOT,SCOOT,-8926546.035404077,2971629.8080474366
2313,2313 NE 2 Av & NE 4 St,25,Miami,SCOOT,SCOOT,-8926752.654397743,2971621.7689273017
2316,2316 South River Dr & NW 8 Av & NW 4 St,30,Miami,Fully Actuated,SUNRISE,-8928697.14986707,2971562.7186776977
