ASSET ID,DESCRIPTION,CONTROL SECTION,MUNICIPALITY,INTERSECTION TYPE,Intersection Type,x,y
3201,3201 Douglas Rd & NW 79 St,115,Hialeah,Traffic Responsive,SUNRISE,-8934291.983984724,2979958.4947681613
3202,3202 NE 18 Av / NE 160 St / NE 161 St,105,North Miami Beach,Fully Actuated,SUNRISE,-8923806.535093322,2989635.93547361
3205,3205 NW 22 Av / NW 187 St / NW 188 St,86,Miami Gardens,Fully Actuated,SUNRISE,-8931998.766852144,2992346.150027718
3206,3206 Salzedo St & Valencia Av,63,Coral Gables,SCOOT,ATSPM,-8934574.11878136,2967873.642767932
3210,3210 Miami Gardens Dr & NW 7 Av,86,Miami Gardens,Fully Actuated,SUNRISE,-8929291.347705442,2991923.9860175243
3213,3213 Coral Way & SW 26 Rd,151,Miami,Traffic Responsive,SUNRISE,-8928734.602196554,2968815.5272525977
3215,3215 NW 2 Av & NW 7 Av Ext,133,Miami Gardens,SCOOT,SCOOT,-8928379.327154882,2990974.6846769154
3217,3217 NE 12 Av & NE 135 St,43,North Miami,SCOOT,SCOOT,-8925016.373130383,2986692.6386470953
3219,3219 SW 32 Av & SW 6 St,77,Miami,SCOOT,ATSPM,-8933063.9930783,2970213.816457799
3220,3220 NW 27 Av & NW 113 St,58,Unincorporated Miami-Dade,SCOOT,SCOOT,-8932594.11796044,2983889.2935574898
3221,3221 NW 12 Av / NW 194 St / NW 195 St,132,Miami Gardens,Fully Actuated,SUNRISE,-8930238.891418712,2993152.925347438
3223,3223 NE 12 Av / NE 146 St / NE 147 St,106,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8925072.145308465,2987950.2505472554
3224,3224 Franjo Rd & US - 1 Evergreen St,12,Palmetto Bay,SCOOT,SCOOT,-8944364.993049541,2950388.4011432286
3225,3225 LeJeune Rd & E 65 St,99,Hialeah,SCOOT,SCOOT,-8935303.526386444,2984453.705929992
3228,3228 Miami Gardens Dr & NW 22 Av,86,Miami Gardens,Fully Actuated,SUNRISE,-8931973.884719564,2991806.6030785954
3229,3229 NE 10 Av & NE 167 St,75,North Miami Beach,Fully Actuated,SUNRISE,-8925622.52779526,2990281.17378726
3231,3231 Galloway Rd & SW 16 St,222,Unincorporated Miami-Dade,SCOOT,SUNRISE,-8942953.666734146,2968756.45986844
3232,3232 Sans Souci Blvd & US - 1,37,North Miami,Traffic Responsive,SCOOT,-8923930.286744848,2984873.882042243
3233,3233 NW 36 St @ NW 4900 Blk,6,Unincorporated Miami-Dade,SCOOT,SCOOT,-8936362.086801488,2975323.827934742
3234,3234 NW 36 St @ NW 5300 Blk,6,Unincorporated Miami-Dade,SCOOT,SCOOT,-8937154.950969106,2975291.1947324546
3236,3236 Colonial Dr & US - 1,0,Palmetto Bay,SCOOT,SCOOT,-8944030.512488749,2951984.263589305
3237,3237 Galloway Rd & Kendall Dr,16,Unincorporated Miami-Dade,Traffic Responsive,SCOOT,-8942687.941543648,2960502.5584343476
3238,3238 I - 95 SB & Miami Gardens Dr & NE 6 Av,88,North Miami Beach,SCOOT,SCOOT,-8926562.329237944,2991831.294739365
3240,3240 Douglas Rd & SW 16 St,63,Coral Gables,SCOOT,ATSPM,-8933931.461342255,2969046.585717962
3241,3241 US - 1 & NE 6 St,303,Miami,SCOOT,SCOOT,-8926604.905603588,2971869.21217191
3243,3243 NW 32 Av & NW 95 St,114,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8933440.252957182,2981749.4810917983
3245,3245 W Dixie Hwy & NE 118 Ter & NE 119 St,107,North Miami,Fully Actuated,SUNRISE,-8927045.21649108,2984769.1245599985
3247,3247 Old Cutler Rd & Red Rd,169,Pinecrest,Traffic Responsive,SUNRISE,-8937177.729163311,2957495.4494266384
3248,3248 NE 6 Av & NE 159 St,104,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8926478.868562916,2989328.88878926
3249,3249 SW 21 Av & SW 8 St,44,Miami,SCOOT,SCOOT,-8931051.30106252,2970060.843926699
3251,3251 NW 27 Av & NW 160 St,60,Miami Gardens,SCOOT,SCOOT,-8932771.948620593,2989204.4483051193
3252,3252 Red Rd & NW 7 St,79,Miami,SCOOT,SUNRISE,-8937654.92576408,2971608.851703517
3253,3253 Ludlam Rd & W 29 St,224,Hialeah,Fully Actuated,SUNRISE,-8939656.931108743,2980265.4855951867
3254,3254 NW 12 Av / NW 29 St / NW 30 St,148,Miami,Fully Actuated,SUNRISE,-8929549.437492069,2974896.537944446
3258,3258 NW 7 Av & NW 23 St,30,Miami,SCOOT,SCOOT,-8928618.324535642,2974198.4058943284
3260,3260 NW 7 Av & NW 6 St,30,Miami,Fully Actuated,SUNRISE,-8928563.425102366,2971799.5899040517
3263,3263 SW 48 St / SW 58 Av / SW 59 Av,159,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8937802.103489248,2965229.805077418
3265,3265 Opa-locka Blvd & NW 22 Av,42,Opa-Locka,Fully Actuated,SUNRISE,-8931786.506186686,2986466.706787811
3266,3266 SW 120 St / SW 72 Av / SW 73 Av,167,Pinecrest,Fully Actuated,SUNRISE,-8940321.192321425,2956958.8674485576
3267,3267 SW 104 Av & SW 48 St,153,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8945998.730141567,2964802.0490100207
3269,3269 NW 22 Av / NW 4 St / NW 5 St,65,Miami,Traffic Responsive,SCOOT,-8931287.476494186,2971556.6093200804
3271,3271 Miami Gardens Dr & NW 17 Av,86,Miami Gardens,Fully Actuated,SUNRISE,-8931082.446029656,2991844.780716734
3272,3272 Altara Av & LeJeune Rd,49,Coral Gables,Traffic Responsive,SCOOT,-8934726.20124329,2966057.0003031087
3275,3275 NW 22 Av & NW 20 St,141,Miami,Fully Actuated,SUNRISE,-8931326.921442555,2973653.526934604
3276,3276 Alton Rd & 20 St,274,Miami Beach,SCOOT,SCOOT,-8921210.220590796,2973791.947421574
3279,3279 E 10 Av & E 41 St,283,Hialeah,Fully Actuated,SUNRISE,-8934808.447422674,2981757.373613531
3280,3280 W 6 Av & W 49 St,53,Hialeah,Fully Actuated,SUNRISE,-8938393.274550665,2982573.9980068784
3281,3281 NW 22 Av / NW 26 St / NW 27 St,141,Miami,Fully Actuated,SUNRISE,-8931354.55761934,2974402.467162228
3283,3283 Collins Av @ 5303 Blk,20,Miami Beach,SCOOT,SCOOT,-8919140.581976308,2978151.7263480313
3288,3288 NW 2 Av & NW 6 St,27,Miami,SCOOT,SCOOT,-8927591.866435349,2971833.554175896
3289,3289 NW 22 Av & NW 23 St,141,Miami,Fully Actuated,SUNRISE,-8931343.671686335,2974108.328237778
3291,3291 NW 22 Av & NW 135 St,42,Opa-Locka,Fully Actuated,SUNRISE,-8931772.22946199,2986384.702260389
3292,3292 Bayshore Dr S & SW 27 Av,48,Miami,Traffic Responsive,SUNRISE,-8931982.591016939,2965514.4624764165
3293,3293 Miami Gardens Dr & NE 18 Av,88,North Miami Beach,SCOOT,SCOOT,-8923917.581851363,2992395.0660264203
3294,3294 NE 10 Av & NE 159 St,105,North Miami Beach,Fully Actuated,SUNRISE,-8925583.396767857,2989364.7416980662
3295,3295 NE 15 Av & NE 167 St,234,North Miami Beach,Fully Actuated,SUNRISE,-8924500.568703815,2990331.602876833
3298,3298 Federal Hwy & NE 38 St & NE 39 St,268,Miami,SCOOT,SCOOT,-8926744.591527024,2975916.7296536285
3299,3299 NW 12 Av / NW 114 St / NW 115 St,102,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8929881.406685147,2984152.4695663517
3300,3300 NW 5 Av & NW 119 St,32,Unincorporated Miami-Dade,Traffic Responsive,ATSPM,-8928547.887127843,2984711.477579331
3302,3302 NW 22 Av & NW 103 St,54,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8931644.431346975,2982780.409150663
3303,3303 Red Rd & Sunset Dr,1,South Miami,Traffic Responsive,SCOOT,-8937329.665796712,2962521.007202004
3304,3304 SW 48 St / SW 93 Ct / SW 94 Av,153,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8944193.124661315,2964976.0631281617
3305,3305 W 65 St / W 5 Av / W 5 Pl,242,Hialeah,Fully Actuated,SUNRISE,-8938353.294155546,2984385.0185680953
3311,3311 Kendall Dr / SW 79 Av / SW 82 Av,15,Unincorporated Miami-Dade,Traffic Responsive,SCOOT,-8941648.211933663,2960531.89886861
3312,3312 S Miami Av @ S 3601 Blk,162,Miami,Traffic Responsive,SUNRISE,-8929575.561950168,2967374.2137418613
3317,3317 Bird Rd & SW 82 Av,51,Unincorporated Miami-Dade,SCOOT,SCOOT,-8942012.319063736,2966085.190218724
3319,3319 Collins Av & 95 St,22,Surfside,Traffic Responsive,SCOOT,-8919203.809220687,2984876.599233461
3320,3320 Collins Av & The Strand,91,Golden Beach,SCOOT,ATSPM,-8918870.337214483,2994908.9687109976
3322,3322 Kendall Dr @ SW 7200 Blk,15,Unincorporated Miami-Dade,Traffic Responsive,SCOOT,-8940221.320927065,2960586.003168214
3325,3325 Bird Rd & SW 72 Av,50,Unincorporated Miami-Dade,SCOOT,SCOOT,-8940171.369645156,2966069.9979087156
3326,3326 SW 3 Av & SW 8 St,24,Miami,SCOOT,SCOOT,-8927724.760756653,2970159.3009216595
3327,3327 SW 4 Av & SW 8 St,24,Miami,SCOOT,SCOOT,-8927906.192602333,2970154.0314557035
3329,3329 NW 17 Av & NW 135 St,42,Opa-Locka,Fully Actuated,SUNRISE,-8930870.198722534,2986405.0499032615
3330,3330 Opa-locka Blvd & NW 17 Av,42,Opa-Locka,Fully Actuated,SUNRISE,-8930877.038192047,2986588.811080667
3331,3331 W 8 Av & W 29 St,239,Hialeah,Fully Actuated,SUNRISE,-8938761.990307655,2980268.7486604927
3332,3332 Ludlam Rd & W 68 St,96,Hialeah,Fully Actuated,SUNRISE,-8939798.296843298,2984741.9838035894
3333,3333 E 3 Av & E 49 St,138,Hialeah,Fully Actuated,SUNRISE,-8936362.823736519,2982630.9066404784
3334,3334 NW 22 Av & NW 119 St,58,Unincorporated Miami-Dade,SCOOT,SCOOT,-8931691.529510336,2984568.8483701013
3335,3335 N Miami Av & N 6 St,25,Miami,SCOOT,SCOOT,-8927136.458398513,2971844.9794611163
3336,3336 NE 1 Av & NE 6 St,25,Miami,SCOOT,SCOOT,-8926949.496200534,2971855.732242548
3337,3337 NE 2 Av & NE 6 St,25,Miami,SCOOT,SCOOT,-8926761.952914808,2971861.2075351793
3338,3338 NW 10 Av & NW 58 St,125,Miami,Fully Actuated,SUNRISE,-8929198.346950056,2977853.442001443
3339,3339 NW 46 St / NW 19 Av / NW 21 Av,120,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8931137.512442166,2976417.5032927836
3340,3340 SW 97 Av & SW 16 St,217,Unincorporated Miami-Dade,SCOOT,SUNRISE,-8944728.111662535,2968700.046350761
3341,3341 Coral Way & SW 97 Av,149,Unincorporated Miami-Dade,SCOOT,ATSPM,-8944702.365690703,2967805.251868284
3343,3343 Bird Rd & SW 112 Av,51,Unincorporated Miami-Dade,Traffic Responsive,ATSPM,-8947381.289274152,2965947.284806432
3344,3344 Red Rd & NW 138 St,40,Hialeah,Fully Actuated,SUNRISE,-8938064.8219403,2986529.4590995843
3345,3345 SW 77 Av & SW 124 St,167,Pinecrest,Fully Actuated,SUNRISE,-8940973.85515636,2956474.2540592058
3347,3347 NE 8 Av & NE 135 St,43,North Miami,SCOOT,SCOOT,-8925912.270165898,2986650.762025547
3348,3348 Homestead Av / Jessamine St / Kumquat St,12,Unincorporated Miami-Dade,SCOOT,ATSPM,-8945032.797561616,2950005.03909736
3349,3349 Galloway Rd & Killian Dr,166,Unincorporated Miami-Dade,Traffic Responsive,SCOOT,-8942839.611010268,2957778.2503480217
3350,3350 SW 187 Av / SW 326 St / SW 327 St,185,Florida City,Fully Actuated,SUNRISE,-8960498.10494934,2932826.239509987
3351,3351 Old Cutler Rd & SW 112 Av & SW 220 St,177,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8946991.063251955,2945016.902245118
3352,3352 Bird Rd & SW 92 Av,51,Unincorporated Miami-Dade,Fully Actuated,ATSPM,-8943822.928355098,2966036.280527188
3353,3353 LeJeune Rd & NW 135 St,205,Opa-Locka,Fully Actuated,SUNRISE,-8935355.122970426,2986270.7965727607
3354,3354 NW 82 St / NW 4 Av / NW 5 Av,31,Unincorporated Miami-Dade,Traffic Responsive,ATSPM,-8928379.55090706,2980423.6016135393
3362,3362 Galloway Rd & SW 8 St,0,Unincorporated Miami-Dade,SCOOT,SCOOT,-8942981.877319502,2969632.079401721
3363,3363 Hook Sq & Royal Poinciana Blvd,61,Miami Springs,Fully Actuated,SUNRISE,-8936802.025881885,2976886.0765284225
3364,3364 NW 175 St / NW 29 Ct / NW 29 Pl,194,Miami Gardens,Fully Actuated,SUNRISE,-8933303.788619807,2990848.713794577
3368,3368 NW 62 St / NW 13 Av / NW 14 Av,124,Miami,Fully Actuated,SUNRISE,-8929963.276604652,2978273.758742597
3372,3372 Alton Rd & 10 St,8,Miami Beach,SCOOT,SCOOT,-8921243.719965162,2971922.915670882
3374,3374 West Av & 10 St,8,Miami Beach,SCOOT,SCOOT,-8921383.661923427,2971919.198291065
3375,3375 Palm Av & 29 St,110,Hialeah,Fully Actuated,SUNRISE,-8936990.21370746,2980307.3463994875
3379,3379 NW 2 Av & NW 2 St,27,Miami,SCOOT,SCOOT,-8927578.317740126,2971354.733692186
3380,3380 NW 2 Av & NW 3 St,27,Miami,SCOOT,SCOOT,-8927579.089184199,2971478.709670614
3381,3381 SW 4 Av & SW 7 St,24,Miami,SCOOT,SCOOT,-8927914.589431524,2970268.936650756
3382,3382 NW 32 Av & NW 71 St,117,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8933350.641880287,2979077.3131113406
3383,3383 N Miami Av & SR-826,75,North Miami Beach,SCOOT,SCOOT,-8927862.16017775,2990178.793654002
3385,3385 NW 27 Av & NW 84 St,58,Unincorporated Miami-Dade,Traffic Responsive,SCOOT,-8932488.118428113,2980600.193548369
3387,3387 I - 95 NB & Miami Gardens Dr,88,North Miami Beach,SCOOT,SCOOT,-8926251.018715965,2991844.4452383504
3391,3391 Dade Blvd & Michigan Av,82,Miami Beach,SCOOT,SCOOT,-8921013.372108838,2973682.3830256313
3392,3392 Alton Rd & Michigan Av,274,Miami Beach,SCOOT,SCOOT,-8921127.661603644,2973889.52318288
3393,3393 Washington Av & 18 St,9,Miami Beach,SCOOT,SCOOT,-8920250.785729522,2973570.472797113
3394,3394 Washington Av & 19 St,9,Miami Beach,SCOOT,SCOOT,-8920256.324987384,2973715.780445661
3395,3395 17 St / Meridian Av / Meridian Ct,191,Miami Beach,SCOOT,SCOOT,-8920673.804247318,2973365.2201305474
3397,3397 Douglas Rd & NW 14 St,139,Miami,Fully Actuated,SUNRISE,-8934045.196466,2972650.6711877133
3399,3399 NW 3 Ct & NW 3 St,27,Miami,SCOOT,SCOOT,-8927838.127412884,2971462.9258168056
3400,3400 NW 3 Av & NW 2 St,27,Miami,SCOOT,SCOOT,-8927756.443396928,2971349.7011460336
3402,3402 NW 12 Av & NW 12 St,146,Miami,Traffic Responsive,SCOOT,-8929480.580821037,2972561.3769627647
3403,3403 NW 27 Av & NW 207 St,60,Miami Gardens,SCOOT,SCOOT,-8933021.934348289,2994688.887420125
3404,3404 SW 8 St / SW 31 Av / SW 31 Ct,77,Miami,SCOOT,SCOOT,-8932865.650688775,2970000.985383081
3405,3405 SW 8 St / SW 33 Av / SW 34 Av,77,Miami,SCOOT,SCOOT,-8933447.631213032,2969980.2971227523
3407,3407 SW 12 Av & SW 7 St,44,Miami,SCOOT,SCOOT,-8929433.109737383,2970216.156391812
3408,3408 N Miami Blvd & NE 9 Av,108,North Miami,SCOOT,SCOOT,-8925641.238375273,2985528.9439114984
3409,3409 Art Godfrey Rd / Alton Rd / Garden Av,10,Miami Beach,SCOOT,SCOOT,-8920591.978855608,2975975.36835267
3413,3413 NW 20 St / NW 5 Av / NW 5 Ct,29,Miami,SCOOT,SCOOT,-8928206.957828948,2973745.066924999
3414,3414 Ponce De Leon Blvd & Riviera Dr,73,Coral Gables,Traffic Responsive,SCOOT,-8935199.889053712,2964927.706994331
3416,3416 Franjo Rd / SW 184 St / SW 185 Ter,216,Cutler Bay,Fully Actuated,SUNRISE,-8944309.918844666,2949259.6964645167
3418,3418 NW 3 Ct & NW 2 St,27,Miami,SCOOT,SCOOT,-8927838.056168409,2971341.6757775545
