ASSET ID,DESCRIPTION,CONTROL SECTION,MUNICIPALITY,INTERSECTION TYPE,Intersection Type,x,y
4107,4107 Ponce De Leon Blvd & Salamanca Av,63,Coral Gables,Fully Actuated,SUNRISE,-8934385.329830533,2969260.826843706
4108,4108 W 10 Av & W 49 St,53,Hialeah,Fully Actuated,SUNRISE,-8939335.732076399,2982573.970789759
4109,4109 W 18 Ct & W 49 St,78,Hialeah,SCOOT,SCOOT,-8941205.468715295,2982563.803961996
4110,4110 NW 4 Av & NW 7 Av Ext & NW 171 St,133,Miami Gardens,Fully Actuated,ATSPM,-8928784.435479803,2990604.7245870717
4111,4111 Red Rd & NW 158 St,40,Miami Lakes,Fully Actuated,SUNRISE,-8938155.646399643,2988800.1270967326
4112,4112 E 1 Av & E 21 St,111,Hialeah,Traffic Responsive,SUNRISE,-8936734.928058809,2979389.5087621086
4113,4113 Ixora Ln & US - 1,37,North Miami,Traffic Responsive,SCOOT,-8923553.662851231,2986249.8464772925
4114,4114 NW 47 Av & NW 191 St,131,Miami Gardens,Fully Actuated,SUNRISE,-8936482.965296958,2992513.4057135237
4115,4115 SW 102 Av & SW 48 St,153,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8945549.521487175,2964822.684257325
4116,4116 Red Rd & W 44 Pl,39,Hialeah,Fully Actuated,SUNRISE,-8937917.684290148,2982062.513150872
4117,4117 SW 92 Av & SW 48 St,153,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8943889.016510392,2965005.103575091
4118,4118 SW 107 Av & SW 48 St,154,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8946446.435982835,2964777.4090799224
4119,4119 Almeria Av & Salzedo St,63,Coral Gables,SCOOT,ATSPM,-8934568.342412982,2967779.8134565605
4120,4120 Old Dixie Hwy & SW 304 St,290,Homestead,SCOOT,SCOOT,-8957030.772204297,2935383.1086279596
4121,4121 Flagler St W & W 92 Av,71,Unincorporated Miami-Dade,SCOOT,SUNRISE,-8943898.283858001,2970539.566551497
4122,4122 SW 107 Av & SW 93 St,165,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8946530.848439507,2959828.2226244546
4123,4123 NE 16 Av & NE 164 St,136,North Miami Beach,Fully Actuated,SUNRISE,-8924268.182587616,2990022.611862414
4124,4124 Coral Way & SW 102 Av,149,Unincorporated Miami-Dade,SCOOT,ATSPM,-8945599.807840751,2967780.4276954923
4125,4125 Hibiscus St & Main Hwy,220,Miami,Traffic Responsive,SUNRISE,-8933250.878465833,2964563.0467674243
4126,4126 SW 112 Av & SW 211 St,177,Cutler Bay,Fully Actuated,SUNRISE,-8947002.430085162,2946064.407558931
4127,4127 SW 211 St @ SW 10900 Blk,177,Cutler Bay,Fully Actuated,SUNRISE,-8946491.375661267,2946095.238424282
4128,4128 SW 211 St @ SW 10800 Blk,177,Cutler Bay,Fully Actuated,SUNRISE,-8946257.287470052,2946186.4689396564
4129,4129 LeJeune Rd & NW 11 St,293,Miami,SCOOT,SUNRISE,-8934956.527948912,2972159.34395208
4130,4130 West Av & 17 St,274,Miami Beach,SCOOT,SCOOT,-8921422.188485995,2973345.2046504198
4131,4131 Bay Rd & Dade Blvd & 17 St,289,Miami Beach,SCOOT,SCOOT,-8921552.996680042,2973346.8687939364
4136,4136 US - 1 & NE 17 Ter,3,Miami,SCOOT,SCOOT,-8926595.215241913,2973384.877092012
4137,4137 Kendall Dr & SW 73 Pl @ SW 7500 Blk,15,Unincorporated Miami-Dade,Traffic Responsive,SCOOT,-8940616.521817304,2960565.460335534
4140,4140 Kendall Dr & SR-874 SB Off & SR-878 Wb,17,Unincorporated Miami-Dade,SCOOT,SCOOT,-8944708.123134766,2960423.803276243
4141,4141 Kendall Dr & SR-878 EB On,17,Unincorporated Miami-Dade,SCOOT,SCOOT,-8944374.639996612,2960436.3203215078
4142,4142 Collins Av & Galahad Dade Blvd,91,Sunny Isles Beach,SCOOT,SCOOT,-8918947.457131315,2993587.0513300346
4143,4143 Tatum Wtrwy Dr / 79 St / 80 St,186,Miami Beach,Fully Actuated,ATSPM,-8919523.271668976,2982294.0738486196
4147,4147 US - 1 & NE 156 St,37,North Miami Beach,Traffic Responsive,SCOOT,-8922907.450980786,2989096.9095899975
4149,4149 Ludlam Rd & W 74 St,96,Hialeah,Fully Actuated,SUNRISE,-8939821.085056257,2985432.1381073156
4150,4150 W 49 St @ W 900 Blk,53,Hialeah,Fully Actuated,SUNRISE,-8939182.541985532,2982574.492863607
4152,4152 US - 1 & NE 146 St,37,North Miami,Traffic Responsive,SCOOT,-8923079.493027417,2987998.025589982
4153,4153 Alton Rd / Delaware Av / Lakeview Dr,235,Miami Beach,Traffic Responsive,ATSPM,-8920195.510036368,2977662.2094413866
4154,4154 Pine Tree Dr & 42 St,10,Miami Beach,SCOOT,SCOOT,-8919619.917024495,2976123.874195751
4157,4157 SR- 826 WB & NW 47 Av,192,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8936363.100922052,2989862.948687508
4159,4159 US - 1 & NE 151 St,37,North Miami Beach,Traffic Responsive,SCOOT,-8922997.944821242,2988566.809740434
4161,4161 NE 16 Av & NE 127 St,37,North Miami,Fully Actuated,SUNRISE,-8924087.335169263,2985876.477010753
4166,4166 Douglas Rd & SR- 826 N,193,Miami Gardens,Fully Actuated,SUNRISE,-8934577.873587783,2989931.286783044
4167,4167 SW 82 Av & SW 124 St,167,Pinecrest,SCOOT,SUNRISE,-8941884.077897146,2956438.6568555143
4169,4169 SW 97 Av & SW 32 St,149,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8944709.768436842,2966909.260027901
4170,4170 NW 18 Av & NW 95 St,121,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8930931.294198668,2981891.5384751563
4174,4174 Franjo Rd & Old Cutler Rd,252,Cutler Bay,Traffic Responsive,SUNRISE,-8942918.57215148,2947006.879037378
4175,4175 Douglas Rd & NW 11 St,139,Miami,Fully Actuated,SUNRISE,-8934033.78955778,2972186.0188043034
4176,4176 NW 79 Av & NW 58 St,198,Doral,Fully Actuated,SUNRISE,-8941823.142721081,2977574.2710297937
4177,4177 SW 268 St / SW 139 Av / SW 142 Av,179,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8952049.115898198,2939507.648557373
4178,4178 NW 32 Av & NW 110 St,221,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8933502.218951732,2983472.9922649334
4179,4179 Collins Av @ 10500 Blk,23,Unincorporated Miami-Dade,Traffic Responsive,SCOOT,-8919427.393304752,2987074.7844547345
4181,4181 Galiano St & Valencia Av,63,Coral Gables,SCOOT,SCOOT,-8934126.278243508,2967899.376723098
4182,4182 SW 97 Av & SW 104 St,165,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8944667.800988812,2958623.4533823337
4183,4183 Ludlam Rd & SW 64 St,159,South Miami,Fully Actuated,SUNRISE,-8939169.138005646,2963326.4704004787
4184,4184 Old Cutler Rd & SW 216 St,252,Cutler Bay,Traffic Responsive,SUNRISE,-8944718.540412717,2945500.474337839
4187,4187 Galloway Rd & Park Blvd,212,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8943022.372010669,2971018.7152050524
4188,4188 NE 2 Av & NE 75 St,66,Miami,Fully Actuated,SUNRISE,-8927004.29433307,2979750.2149061873
4191,4191 Palm Av & 65 St,98,Hialeah,Fully Actuated,SUNRISE,-8937124.035320122,2984402.153878051
4193,4193 NW 32 Av & NW 191 St,131,Miami Gardens,Fully Actuated,SUNRISE,-8933797.478316331,2992627.649838242
4194,4194 Chase Av / 41 St / 44 St,187,Miami Beach,Fully Actuated,ATSPM,-8920104.272581713,2976412.313193707
4195,4195 US - 1 & SW 98 St,1,Pinecrest,SCOOT,SCOOT,-8940853.20931863,2959436.9888832155
4198,4198 Krome Av & SW 8 St,47,Unincorporated Miami-Dade,SCOOT,SCOOT,-8959145.299290255,2969493.114760628
4199,4199 I- 95 NB & NW 62 St,128,Miami,Traffic Responsive,ATSPM,-8928436.618844014,2978330.0656511993
4200,4200 I- 95 SB & NW 62 St,128,Miami,Traffic Responsive,ATSPM,-8928520.88435896,2978326.7733353837
4202,4202 SW 8 St / Beacom Blvd / SW 25 Av,44,Miami,SCOOT,SCOOT,-8931979.806916473,2970031.7081895177
4204,4204 Howard Dr & SW 97 Av,170,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8944559.416992992,2954985.3998840447
4209,4209 Coral Way & SW 127 Av,210,Unincorporated Miami-Dade,SCOOT,ATSPM,-8950101.603670666,2967410.900263865
4212,4212 LeJeune Rd & E 52 St,99,Hialeah,Fully Actuated,SUNRISE,-8935265.399460847,2982982.4819564424
4214,4214 SE 2 Av & SE 4 St,228,Miami,SCOOT,SCOOT,-8926704.996297345,2970732.162366552
4215,4215 NE 16 Av / NE 140 St / NE 141 St,106,North Miami,Fully Actuated,SUNRISE,-8924154.250428375,2987347.976395999
4216,4216 SW 117 Av & SW 104 St,165,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8948305.41693253,2958495.63345071
4227,4227 W 8 Av @ W 4800 Blk,53,Hialeah,Fully Actuated,SUNRISE,-8938821.525084525,2982501.7726098183
4231,4231 Collins Av & 90 St,286,Surfside,Traffic Responsive,SCOOT,-8919097.998931494,2983761.7432142883
4232,4232 NE 15 Av / NE 169 Ter / S Glades Dr,234,North Miami Beach,Fully Actuated,SUNRISE,-8924514.166379616,2990640.0768367085
4233,4233 S Glades Dr & NE 19 Av,137,North Miami Beach,Fully Actuated,SUNRISE,-8923601.525779493,2990183.375939314
4238,4238 SR - 821 NB & SW 8 St,0,Unincorporated Miami-Dade,SCOOT,SCOOT,-8948104.617721844,2969514.4969881685
4239,4239 SR - 821 SB & SW 8 St,0,Unincorporated Miami-Dade,SCOOT,SCOOT,-8948678.523130238,2969508.8519979636
4240,4240 SW 117 Av & SW 177 Ter,174,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8948023.52815197,2950058.008609381
4246,4246 Caribbean Blvd @ SW 10900 Blk,35,Cutler Bay,SCOOT,ATSPM,-8946499.007725557,2947045.5364066223
4249,4249 Coral Way & SW 112 Av,149,Unincorporated Miami-Dade,SCOOT,ATSPM,-8947406.047842098,2967719.3919983422
4250,4250 W 16 Av @ W 5000 Blk,53,Hialeah,Fully Actuated,SUNRISE,-8940601.19980259,2982686.987841323
4252,4252 US - 1 & SW 117 Av & SW 211 St,35,Unincorporated Miami-Dade,SCOOT,SCOOT,-8947446.701720137,2946139.1308375453
4254,4254 SW 187 Av & SW 312 St,185,Homestead,Fully Actuated,SUNRISE,-8960518.889411464,2934455.344408355
4262,4262 W 8 Av & W 44 Pl,109,Hialeah,Fully Actuated,SUNRISE,-8938809.991272086,2982065.6046604034
4263,4263 SW 102 Av & SW 124 St,170,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8945515.64807932,2956312.8465916216
4264,4264 Miami Gardens Dr & Red Rd,271,Unincorporated Miami-Dade,SCOOT,SCOOT,-8938271.183785943,2991563.193275672
4270,4270 Richmond Dr / SW 108 Av / SW 109 Av,172,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8946604.411698608,2951236.3297546757
4275,4275 Convention Center Dr & 17 St,191,Miami Beach,SCOOT,SCOOT,-8920572.801846929,2973365.597221515
4277,4277 W 10 Av & W 29 St,239,Hialeah,Fully Actuated,SUNRISE,-8939210.013409471,2980266.744806807
4278,4278 US - 1 & SW 128 St,0,Pinecrest,SCOOT,SCOOT,-8942364.921324434,2955965.81930015
4279,4279 US - 1 & NE 69 St,36,Miami,SCOOT,SCOOT,-8926071.902315693,2979132.977475319
4280,4280 US - 1 & NE 180 St,277,Aventura,SCOOT,SCOOT,-8922086.703507116,2991946.177245669
4281,4281 NW 27 Av & NW 191 St,60,Miami Gardens,SCOOT,SCOOT,-8932905.901590256,2992663.1939304518
4282,4282 SW 16 Av & SW 7 St,44,Miami,SCOOT,ATSPM,-8930179.77408993,2970194.1167745506
4283,4283 Sunset Dr & SW 77 Ct,157,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8941049.31418639,2962337.6031789044
4286,4286 Kendall Dr @ SW 12500 Blk,164,Unincorporated Miami-Dade,SCOOT,SCOOT,-8949988.815875791,2960236.193400283
4287,4287 Miami Gardens Dr & NW 68 Av,282,Unincorporated Miami-Dade,SCOOT,SCOOT,-8940449.10620871,2991902.1587753077
4288,4288 US - 1 & NE 17 St,3,Miami,SCOOT,SCOOT,-8926599.850585511,2973263.597559069
4290,4290 NW 27 Av @ NW 18700 Blk,60,Miami Gardens,SCOOT,SCOOT,-8932893.647540709,2992254.8809601986
4291,4291 SW 104 St @ SW 7800 Blk,166,Unincorporated Miami-Dade,SCOOT,ATSPM,-8941300.655785484,2958742.2381826886
4293,4293 US - 1 & NE 16 Av & NE 116 St,37,Unincorporated Miami-Dade,Traffic Responsive,SCOOT,-8924043.495327398,2984552.7423059647
4295,4295 NW 13 Av & NW 7 St,65,Miami,SCOOT,ATSPM,-8929655.71420993,2971874.527994857
4296,4296 Flagler St W & W 69 Av,70,Miami,SCOOT,SUNRISE,-8939806.058038196,2970665.501097034
4297,4297 Bird Rd & SW 99 Av,51,Unincorporated Miami-Dade,Fully Actuated,ATSPM,-8945160.001230549,2966003.242882071
4298,4298 Mitchell Dr & SW 77 Av,167,Palmetto Bay,Fully Actuated,SUNRISE,-8940904.820374146,2954178.5864668707
4299,299 Aventura Blvd & NE 29 Pl,38,Aventura,Fully Actuated,SUNRISE,-8921350.209303249,2994297.7302472754
4300,4300 NW 27 Av & NW 60 St,57,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8932390.9910592,2977967.4651728235
4301,4301 US - 1 & NE 209 St,38,Aventura,SCOOT,SCOOT,-8921646.368129335,2995246.2711071256
4302,4302 N Miami Av & N 199 St,89,Unincorporated Miami-Dade,SCOOT,SCOOT,-8927996.696461543,2993801.2498884224
4303,4303 NE 2 Av & NE 199 St,89,Unincorporated Miami-Dade,SCOOT,SCOOT,-8927564.341578057,2993823.330070034
4304,4304 Miller Dr & SW 93 Av,154,Unincorporated Miami-Dade,SCOOT,SUNRISE,-8943954.235260462,2963985.3847896396
4305,4305 E 4 Av & E 65 St,98,Hialeah,Fully Actuated,SUNRISE,-8936175.22479105,2984428.5318271345
4307,4307 Galloway Rd & SW 124 St,166,Unincorporated Miami-Dade,Traffic Responsive,ATSPM,-8942799.8599333,2956405.8655162016
4309,4309 Tigertail Av & SW 17 Av,162,Miami,Traffic Responsive,SUNRISE,-8930229.811087849,2967184.576101263
4310,4310 Collins Av & 88 St,286,Miami Beach,Traffic Responsive,SCOOT,-8919071.82549282,2983386.5876974207
4311,4311 SW 107 Av & SW 100 St,165,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8946510.609442886,2958970.9546098006
4312,4312 W 6 Av & W 68 St,242,Hialeah,Fully Actuated,SUNRISE,-8938454.891002014,2984762.2264600745
4313,4313 SW 92 Av & SW 16 St,217,Unincorporated Miami-Dade,SCOOT,SUNRISE,-8943846.483559351,2968730.0409176177
4314,4314 N Miami Blvd & Sans Souci Blvd,206,North Miami,Fully Actuated,SUNRISE,-8923029.968099156,2985392.4131921474
4315,4315 Milam Dairy Rd & NW 58 St,198,Doral,Fully Actuated,SUNRISE,-8940483.4093098,2977570.5571628427
4316,4316 W 17 Ct & W 68 St,225,Hialeah,Fully Actuated,SUNRISE,-8941033.130558819,2984733.482143693
4317,4317 NE 16 Av & NE 159 St,105,North Miami Beach,Fully Actuated,SUNRISE,-8924243.60769683,2989435.805401634
4318,4318 NE 18 Av & NE 191 St,88,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8923969.78067379,2993064.6806903644
4319,4319 NW 79 St @ NW 3000 Blk,115,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8933040.973320799,2980004.4353072806
4320,4320 NW 47 Av & NW 135 St,205,Opa-Locka,Fully Actuated,SUNRISE,-8936223.918162713,2986238.984118301
4321,Brickell Av @ SE 2451 Blk @ SE 2333 Blk,33,Miami,Traffic Responsive,SUNRISE,-8928002.125513108,2968391.424010972
4322,4322 SR-821 SB & SW 184 St,174,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8947411.592665937,2949353.227602355
4323,4323 SR-821 NB & SW 184 St,174,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8947242.952542942,2949368.964304778
4324,4324 Quail Roost Dr & SR-821 SB,174,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8947061.467263907,2949031.5935207703
4325,4325 Quail Roost Dr & SR-821 NB,174,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8946910.449016308,2949060.97407926
4326,4326 NW 175 St / NW 19 Av / NW 20 Av,208,Miami Gardens,Fully Actuated,SUNRISE,-8931651.189553263,2990917.1567744426
4327,4327 Miami Gardens Dr @ NE 1200 Blk,88,North Miami Beach,SCOOT,SCOOT,-8925124.691447703,2992321.987345318
4328,4328 Krome Av & SW 296 St,238,Unincorporated Miami-Dade,SCOOT,SCOOT,-8958722.631428856,2936267.985187673
4329,4329 SW 17 Av & SW 19 St,151,Miami,Fully Actuated,SUNRISE,-8930286.150995333,2968713.435627131
4330,4330 SW 127 Av & SW 268 St,179,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8949666.442422818,2939527.13334004
4331,4331 W 8 Av & W 25 St,287,Hialeah,Fully Actuated,SUNRISE,-8938752.540396081,2979817.4815547415
4332,4332 Galloway Rd & NW 41 St,257,Doral,Traffic Responsive,ATSPM,-8943122.698701745,2975790.886010751
4333,4333 Galloway Rd & NW 25 St,212,Doral,Traffic Responsive,SUNRISE,-8943075.271032693,2973953.8684713426
4334,4334 Kendall Dr & SW 127 Av,164,Unincorporated Miami-Dade,SCOOT,SCOOT,-8950175.31053191,2960227.749171571
4335,4335 Galiano St & SW 8 St,77,Miami,SCOOT,SCOOT,-8934195.105971472,2969958.042782432
4336,4336 NW 13 Ct & NW 14 St,146,Miami,Traffic Responsive,ATSPM,-8929773.449042976,2972788.154969135
4337,4337 Flagler St W & Fontainebleau,71,Unincorporated Miami-Dade,SCOOT,SUNRISE,-8943302.206946624,2970563.621575614
4338,4338 Galloway Rd & NW 12 St,212,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8943026.334984541,2972291.6233602725
4339,4339 US - 1 & SW 344 St,290,Florida City,SCOOT,SCOOT,-8958448.395863287,2930852.0807734183
4340,4340 Caribbean Blvd & SW 89 Rd,176,Cutler Bay,Fully Actuated,SUNRISE,-8943081.483773476,2948623.8747221506
4341,4341 Dadeland Blvd & US - 1,1,Pinecrest,SCOOT,SCOOT,-8940374.10470179,2960110.0690467143
4342,4342 Sunset Dr & SW 137 Av,197,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8951702.043989802,2961965.8171369736
4343,4343 Richmond Dr & SW 104 Av,172,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8945782.69351898,2951276.2388808457
4344,4344 96 St @ 500 Blk,276,Bal Harbour,Traffic Responsive,SCOOT,-8919607.08077401,2985084.267882962
4345,4345 NW 10 Av & NW 135 St,32,Unincorporated Miami-Dade,Traffic Responsive,ATSPM,-8929525.399161225,2986466.647389182
4346,4346 Galloway Rd & SW 104 St,166,Unincorporated Miami-Dade,Traffic Responsive,SCOOT,-8942866.106162272,2958693.711094168
4348,4348 NW 58 St / NW 13 Av / NW 14 Av,125,Miami,Fully Actuated,SUNRISE,-8929941.662812319,2977825.4112556316
4349,4349 Killian Pkwy & S Kendale Blvd,165,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8945821.015253685,2958265.396596755
4350,4350 Milam Dairy Rd & NW 22 St,209,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8940386.163942225,2973574.870605442
4351,4351 Coral Way & SW 72 Av,150,Unincorporated Miami-Dade,SCOOT,SUNRISE,-8940241.20036173,2967914.1025178493
4352,4352 SR-826 @ NE 800 Blk,75,North Miami Beach,SCOOT,SCOOT,-8925896.80232265,2990240.550652695
4353,4353 SW 142 Av / SW 78 St / SW 80 St,261,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8952850.130878927,2961107.0088872933
4354,4354 Bird Rd & SW 127 Av,52,Unincorporated Miami-Dade,SCOOT,SCOOT,-8950044.399923934,2965633.613110699
4356,4356 SW 8 St / SW 29 Ct / SW 30 Av,77,Miami,SCOOT,SCOOT,-8932563.3459136,2970012.0149311745
4357,4357 SW 152 Av & SW 296 St,180,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8954170.538113415,2936313.0175920585
4358,4358 Sunset Dr & Sw 132 Av,197,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8950810.724411748,2961996.0326870386
4359,4359 NE 15 Av & NE 171 St,234,North Miami Beach,Fully Actuated,SUNRISE,-8924517.350117054,2990789.452177795
4361,4361 NW 32 Av & NW 175 St,194,Miami Gardens,Fully Actuated,SUNRISE,-8933720.479737746,2990831.683559505
4362,4362 Howard Dr & SW 92 Av,170,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8943714.951788614,2955348.9683438856
4363,4363 Ludlam Rd & SW 48 St,159,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8939243.626329716,2965171.995201016
4364,4364 NW 32 Av / NW 176 St / NW 177 St,194,Miami Gardens,Fully Actuated,SUNRISE,-8933727.551864995,2990963.8410819545
4365,4365 NW 17 Av & NW 175 St,208,Miami Gardens,Fully Actuated,SUNRISE,-8931038.065175066,2990938.2967729964
4366,4366 SW 62 Av & SW 80 St,152,South Miami,Fully Actuated,SUNRISE,-8938191.727272999,2961565.258798554
4367,4367 NE 145 St / NE 6 Av / NE 7 Ct,104,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8926188.300201656,2987763.259471904
4368,4368 Richmond Dr & SW 107 Av,172,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8946243.946942275,2951255.804081246
4369,4369 Sesame St & NW 135 St,100,Opa-Locka,Fully Actuated,SUNRISE,-8933804.39125671,2986312.907221789
4370,4370 Bird Rd & SW 79 Av,50,Unincorporated Miami-Dade,SCOOT,SCOOT,-8941557.696942504,2966064.9931248194
4372,4372 SW 109 Ct & SW 104 St,165,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8947073.879387133,2958538.111519156
4373,4373 Colonial Dr & SW 107 Av,172,Unincorporated Miami-Dade,Fully Actuated,SUNRISE,-8946288.161930824,2952168.794301304
4375,4375 Red Rd & W 60 St,40,Hialeah,Fully Actuated,SUNRISE,-8937955.420484332,2983860.6771578304
4377,4377 Bird Rd & SW 62 Av,49,Unincorporated Miami-Dade,SCOOT,SCOOT,-8938364.224616347,2966137.588609074
4378,4378 SW 47 Av & SW 8 St,45,Miami,SCOOT,SCOOT,-8935778.482125863,2969901.620937569
4379,4379 Richmond Dr / SW 88 Av / SW 88 Ct,243,Palmetto Bay,Fully Actuated,SUNRISE,-8942884.62749915,2951387.8339034887
4382,4382 NE 17 Av & NE 164 St,136,North Miami Beach,Fully Actuated,SUNRISE,-8924045.507983793,2990036.9390915707
4383,4383 SW 8 St / SW 18 Av / SW 19 Av,44,Miami,SCOOT,SCOOT,-8930652.320875568,2970073.1701742755
4385,4385 SW 11 Av & SW 8 St,44,Miami,SCOOT,SCOOT,-8929240.36337866,2970115.323250416
4386,4386 NW 191 St / NW 37 Ct / NW 39 Av,131,Miami Gardens,Fully Actuated,SUNRISE,-8934840.517454777,2992583.075928483
4387,4387 Ludlam Rd & W 26 St,224,Hialeah,Fully Actuated,SUNRISE,-8939650.580331795,2979927.921834308
4388,4388 SW 5 Av & SW 8 St,24,Miami,SCOOT,SCOOT,-8928092.9399537,2970143.701429057
4389,4389 Ponce De Leon Blvd & San Amaro Dr,73,Coral Gables,Traffic Responsive,SCOOT,-8937012.475379229,2963291.722715152
4390,4390 Miami Lakes Dr E & NW 60 Av,256,Miami Lakes,Fully Actuated,SUNRISE,-8938868.766850028,2987950.30623913
4391,4391 SR- 826 WB & NW 32 Av,194,Miami Gardens,Fully Actuated,SUNRISE,-8933684.0682455,2989973.4104698496
4393,4393 NW 7 Av & NW 65 St & NW 66 St,31,Miami,Traffic Responsive,SCOOT,-8928784.675929904,2978677.5476530567
4394,4394 Old Dixie Hwy & SW 288 St,178,Unincorporated Miami-Dade,SCOOT,ATSPM,-8955425.359243508,2937201.8889465914
4395,4395 Coral Reef Dr & SR-821 NB,171,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8947766.878839556,2953019.911890305
4396,4396 Coral Reef Dr & SR-821 SB,171,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8947896.82430755,2953011.5001942255
4397,4397 US - 1 & NE 50 Ter,36,Miami,SCOOT,SCOOT,-8926402.025831616,2977074.851567891
4398,4398 SW 137 Av & SW 104 St,267,Unincorporated Miami-Dade,Traffic Responsive,SUNRISE,-8951908.059631828,2958364.4489753926
4400,4400 NW 39 Av & NW 7 St,293,Miami,SCOOT,SUNRISE,-8934483.453508887,2971713.5978720486
