Asset Id,Address,Polygon,Zone,Section,Mode of operation,Controller Type,State/County,systemControl,constructionStatus,municipality,Latitude,Longitude,Ramp_Indicator
2311,N Miami Av & N 3 St,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.777035,-80.19376,0
2313,NE 2 Av & NE 4 St,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.778086,-80.190384,0
2319,NE 2 Av & NE 5 St,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.779076,-80.19042,0
2320,NE 1 Av & NE 5 St,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.77903,-80.19211,0
2321,N Miami Av & N 5 St,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.778982,-80.1938,0
3335,N Miami Av & N 6 St,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.779892,-80.193825,0
3336,NE 1 Av & NE 6 St,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.779978,-80.19215,0
3337,NE 2 Av & NE 6 St,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.780024,-80.19047,0
3474,SE 1 St / SE 2 Av / SE 3 Av,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.77342,-80.18969,0
4797,SE 4 St @ SE 50 Blk,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.771286,-80.19215,1
6543,S Miami Av SB & S 3 St,96,3,25,SCOOT,D170E,County,ATMS,Existing,Miami,25.771568,-80.19355,1
6574,NE 5 St / NE 1 Av / NE 2 Av,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.77905,-80.19154,0
6584,NE 1 Av / NE 3 St / NE 5 St,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.778166,-80.192055,0
2335,NE 1 Av & NE 8 St,106,3,26,SCOOT,D170E,County,ATMS,Existing,Miami,25.781893,-80.192184,0
2343,NE 2 Av & NE 10 St,106,3,26,SCOOT,D170,County,ATMS,Existing,Miami,25.7839,-80.19061,0
2344,NE 1 Av & NE 10 St,106,3,26,SCOOT,D170E,County,ATMS,Existing,Miami,25.783827,-80.19226,0
2351,NE 2 Av & NE 11 St,106,3,26,SCOOT,D170,County,ATMS,Existing,Miami,25.784834,-80.19063,0
2352,NE 1 Av & NE 11 St,106,3,26,SCOOT,D170,County,ATMS,Existing,Miami,25.78479,-80.192314,0
2363,NE 2 Av & NE 13 St,106,3,26,SCOOT,D170,County,ATMS,Existing,Miami,25.786997,-80.19067,0
2364,NE 1 Av & NE 13 St,106,3,26,SCOOT,D170,County,ATMS,Existing,Miami,25.786947,-80.192375,0
2368,NE 2 Av & NE 14 St,106,3,26,SCOOT,D170,County,ATMS,Reconstruction,Miami,25.78831,-80.19064,0
2369,NE 1 Av & NE 14 St,106,3,26,SCOOT,D170,County,ATMS,Reconstruction,Miami,25.788332,-80.19235,0
2382,NE 2 Av & NE 15 St,106,3,26,SCOOT,D170,County,ATMS,Existing,Miami,25.7895,-80.19069,0
2383,NE 1 Av & NE 15 St,106,3,26,SCOOT,D170,County,ATMS,Existing,Miami,25.789473,-80.19231,0
2385,NE 2 Av & NE 17 St,106,2,26,SCOOT,D170,County,ATMS,Existing,Miami,25.791798,-80.19072,0
2391,NE 2 Av & NE 19 St,106,2,26,SCOOT,D170,County,ATMS,Existing,Miami,25.79476,-80.19078,0
2392,NE 2 Av & NE 20 St,106,2,26,SCOOT,D170,County,ATMS,Existing,Miami,25.795765,-80.1908,0
6400,I - 395 EB Off & NE 2 Av,106,3,26,SCOOT,D170,County,ATMS,Existing,Miami,25.785748,-80.19067,1
6401,I - 95 NB Off & NE 2 Av & NE 11 Ter,106,3,26,SCOOT,D170,County,ATMS,Existing,Miami,25.785492,-80.19064,1
6571,NE 2 Av & NE 8 St,106,3,26,SCOOT,D170E,County,ATMS,Existing,Miami,25.78195,-80.19054,0
6590,NE 2 Av & NE 21 St,106,2,26,SCOOT,D170,County,ATMS,Existing,Miami,25.797136,-80.19086,0
2192,Flagler St W & W 1 Av,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.774097,-80.19557,0
2194,Flagler St W & W 2 Av,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.77403,-80.197716,0
2216,SW 1 Av & SW 1 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.773264,-80.19553,0
2217,SW 2 Av & SW 1 St,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.77319,-80.19768,0
2229,SW 2 Av & SW 2 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.77236,-80.19765,0
2302,NW 2 Av & NW 1 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.774975,-80.197754,0
2323,NW 2 Av & NW 5 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.778858,-80.197876,0
3288,NW 2 Av & NW 6 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.779799,-80.19792,0
3379,NW 2 Av & NW 2 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.775927,-80.1978,0
3380,NW 2 Av & NW 3 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.776928,-80.19781,0
3399,NW 3 Ct & NW 3 St,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.776802,-80.200134,1
3400,NW 3 Av & NW 2 St,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.775885,-80.199394,1
3418,NW 3 Ct & NW 2 St,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.77582,-80.200134,1
3423,NW 3 Av & NW 3 St,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.776852,-80.1995,1
3424,NW 3 Ct & NW 5 St,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.778778,-80.20021,1
3425,NW 3 Av & NW 5 St,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.778784,-80.19955,1
3426,NW 3 Ct & NW 6 St,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.77974,-80.200226,1
3427,NW 3 Av & NW 6 St,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.779747,-80.19959,1
3428,NW 3 Ct & NW 8 St,97,3,27,SCOOT,D170,State,ATMS,Existing,Miami,25.781603,-80.200676,1
3429,NW 3 Av & NW 8 St,97,3,27,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.781628,-80.19972,1
3584,NW 1 Av & NW 3 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.776995,-80.19526,0
4972,NW 1 Av & NW 1 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.775047,-80.1956,0
5171,NW 1 Av & NW 5 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.77889,-80.19535,0
5323,NW 3 Av & NW 1 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.774864,-80.19887,1
2222,SW 17 Av & SW 1 St,98,6,69,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.772211,-80.2228,0
2223,SW 22 Av & SW 1 St,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.771418,-80.23093,0
3461,SW 10 Av & SW 1 St,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.772596,-80.21143,0
3487,Flagler St W & W 6 Av,98,3,69,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.773834,-80.20439,0
3541,NW 12 Av & NW 2 St,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.775463,-80.214714,0
3658,Beacom Blvd & SW 1 St,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.771423,-80.232086,0
3745,Flagler St W & W 10 AV,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.773655,-80.21145,0
3803,SW 13 Av & SW 1 St,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.772467,-80.2163,0
5742,SW 17 Av & SW 3 St,98,6,69,SCOOT,D170,County,ATMS,Existing,Miami,25.770369,-80.222664,0
2128,Flagler St W / W 52 Ct / W 53 Av,102,5,70,SCOOT,2070 LX,State,Centracs,Existing,Miami,25.771074,-80.28106,0
2129,Flagler St W / W 60 Av / W 60 Ct,102,5,70,SCOOT,2070 LX,State,Centracs,Existing,Miami,25.770678,-80.29407,0
2137,Flagler St W & W 47 Av,102,5,70,SCOOT,2070 LX,State,Centracs,Existing,Miami,25.771465,-80.27169,0
2138,Flagler St W & Red Rd,102,5,70,SCOOT,2070 LX,State,Centracs,Reconstruction,Miami,25.77078,-80.288124,0
2139,Flagler St W & Ludlam Rd,102,5,70,SCOOT,2070 LX,State,Centracs,Existing,Miami,25.770498,-80.30421,0
3153,Flagler St W @ W 5900 Blk,102,5,70,SCOOT,2070 LX,State,Centracs,Existing,Miami,25.770704,-80.29218,0
3618,Flagler St W & Milam Dairy Rd,102,5,70,SCOOT,2070 LX,State,Centracs,Existing,Miami,25.770145,-80.31225,0
3622,Tamiami Canal Rd & SW 72 Av,102,5,70,SCOOT,2070 LX,County,Centracs,Existing,Miami,25.769655,-80.31225,0
3952,Flagler St W & W 62 Av,102,5,70,SCOOT,2070 LX,State,Centracs,Existing,Miami,25.77064,-80.29617,0
4296,Flagler St W & W 69 Av,102,5,70,SCOOT,2070 LX,State,Centracs,Existing,Miami,25.77035,-80.30764,0
4782,Flagler St W & W 49 Av,102,5,70,SCOOT,2070 LX,State,Centracs,Reconstruction,Miami,25.771284,-80.27584,0
3747,Flagler St W & Galloway Rd,43,5,71,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.769606,-80.336426,0
4121,Flagler St W & W 92 Av,43,5,71,SCOOT,D170,County,ATMS,Reconstruction,Unincorporated Miami-Dade,25.769331,-80.344406,0
4337,Flagler St W & Fontainebleau,43,5,71,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.769526,-80.33905,0
4520,Flagler St W & W 97 Av,43,5,71,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.769007,-80.35318,0
4792,Flagler St W & W 102 Av,43,5,71,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.768751,-80.360985,0
5326,SW 92 Av / Flagler St W / SW 4 St,43,5,71,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.767424,-80.344376,0
5503,Flagler St W / W 95 Av / W 96 Av,43,5,71,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.769104,-80.35056,0
3894,Flagler St W & W 107 Av,43,5,72,SCOOT,D170,State,ATMS,Reconstruction,Unincorporated Miami-Dade,25.768452,-80.368996,0
4423,Flagler St W & W 112 Av,43,5,72,Fully Actuated,,County,ATMS,Existing,Sweetwater,25.768314,-80.37702,0
4560,SW 107 Av & SW 4 St,43,5,72,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.76486,-80.36869,0
4985,Flagler St W & W 114 Av,43,5,72,Fully Actuated,D170,County,ATMS,Existing,Sweetwater,25.768238,-80.38103,0
5191,SW 118 Av & SW 2 St,43,5,72,Fully Actuated,D170E,County,ATMS,Existing,Unincorporated Miami-Dade,25.766241,-80.38682,0
5252,Flagler St W & W 109 Av,43,5,72,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.76838,-80.37299,0
5414,Flagler St W & W 118 Av,43,5,72,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.768145,-80.386856,0
5967,Flagler St W / W 114 Av / W 115 Av,43,5,72,Fully Actuated,D170,County,ATMS,Existing,Sweetwater,25.76824,-80.38211,0
6376,Flagler St W & W 117 Av,43,5,72,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.768171,-80.38484,0
6419,Flagler St W & W 105 Pl,43,5,72,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.768595,-80.36649,0
2003,SR-826 & NE 10 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.927067,-80.18013,0
2012,SR-826 & NE 12 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.925417,-80.17604,0
2013,SR-826 & NE 19 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.92597,-80.16195,0
2014,SR-826 & NE 15 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.925655,-80.17002,0
2017,SR-826 & NE 8 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.928757,-80.18424,0
2018,SR-826 & NE 6 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.928587,-80.18826,0
2020,SR-826 & NW 2 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Reconstruction,North Miami Beach,25.927937,-80.20436,1
2027,SR-826 / NE 10 Av / NE 11 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.926023,-80.17863,0
3383,N Miami Av & SR-826,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.928102,-80.20035,0
3595,SR-826 / NE 13 Av / NE 14 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.925526,-80.17305,0
3737,SR-826 & NE 3 Ct,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.928387,-80.19325,0
3915,SR-826 & NE 18 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Reconstruction,North Miami Beach,25.925941,-80.163994,0
4352,SR-826 @ NE 800 Blk,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.9286,-80.18269,0
4767,SR-826 & NE 2 Av,13,1,75,SCOOT,2070 LX,State,Centracs,Existing,North Miami Beach,25.92825,-80.196335,0
2144,LeJeune Rd & SW 8 St,93,8,77,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.764423,-80.26331,0
2254,SW 32 Av & SW 8 St,93,8,77,SCOOT,D170,State,ATMS,Existing,Miami,25.76493,-80.24701,0
2625,Ponce De Leon Blvd & SW 8 St,93,8,77,SCOOT,D170,State,ATMS,Existing,Miami,25.76457,-80.259026,0
2631,Douglas Rd & SW 8 St,93,8,77,SCOOT,D170,State,ATMS,Existing,Miami,25.764687,-80.255135,0
3219,SW 32 Av & SW 6 St,93,8,77,SCOOT,D170,County,ATMS,Existing,Miami,25.766695,-80.24708,0
3404,SW 8 St / SW 31 Av / SW 31 Ct,93,8,77,SCOOT,D170,State,ATMS,Existing,Miami,25.764975,-80.2453,0
3405,SW 8 St / SW 33 Av / SW 34 Av,93,8,77,SCOOT,D170,State,ATMS,Existing,Miami,25.764807,-80.25053,0
4335,Galiano St & SW 8 St,93,8,77,SCOOT,D170,State,ATMS,Existing,Miami,25.764626,-80.25724,0
4356,SW 8 St / SW 29 Ct / SW 30 Av,93,8,77,SCOOT,D170,State,ATMS,Existing,Miami,25.765062,-80.24258,0
3671,SR-826 & NE 35 Av,7,1,80,SCOOT,D170,State,ATMS,Existing,North Miami Beach,25.928843,-80.13482,0
4710,SR-826 & NE 26 Av,7,1,80,SCOOT,D170,State,ATMS,Existing,North Miami Beach,25.92609,-80.14735,0
4800,SR-826 & NE 28 Av,7,1,80,SCOOT,D170,State,ATMS,Existing,North Miami Beach,25.926308,-80.14415,0
4801,SR-826 @ NE 2900 Blk,7,1,80,SCOOT,D170,State,ATMS,Existing,North Miami Beach,25.926445,-80.14086,0
4802,SR-826 & NE 34 Av,7,1,80,SCOOT,D170,State,ATMS,Existing,North Miami Beach,25.928059,-80.1363,0
4855,NE 35 Av & NE 164 St,7,1,80,Fully Actuated,D170,County,ATMS,Existing,North Miami Beach,25.930296,-80.1357,0
2709,Euclid Av & 11 St,3,3,81,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.781897,-80.13515,0
2741,Meridian Av & 6 St,3,3,81,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.77584,-80.13609,0
2742,Meridian Av & 8 St,3,3,81,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.77828,-80.13617,0
2743,Meridian Av & 11 St,3,3,81,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.781876,-80.1363,0
2767,Pennsylvania Av & 11 St,3,3,81,Fully Actuated,D170E,County,ATMS,Existing,Miami Beach,25.78191,-80.134026,0
2698,Dade Blvd & 23 St,5,3,82,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.799408,-80.130226,0
2749,Dade Blvd & Meridian Av,5,3,82,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.795889,-80.136696,0
2776,Pine Tree Dr & Sheridan Av S @ 2600 Blk,5,3,82,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.803658,-80.12921,0
2810,Dade Blvd & Washington Av,5,3,82,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.798326,-80.132195,0
3391,Dade Blvd & Michigan Av,5,3,82,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.794754,-80.138824,0
3522,Pine Tree Dr & 24 St,5,3,82,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.800669,-80.129776,0
4427,Convention Center Dr & Dade Blvd & Prairie Av,5,3,82,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.796844,-80.13497,0
3150,Douglas Rd & Miami Gardens Dr,20,4,85,Fully Actuated,D170,State,ATMS,Existing,Miami Gardens,25.940334,-80.26138,0
3602,Miami Gardens Dr & NW 32 Av,20,4,85,Fully Actuated,D170,State,ATMS,Existing,Miami Gardens,25.940634,-80.25335,0
3609,LeJeune Rd & Miami Gardens Dr,20,4,85,Fully Actuated,D170,State,ATMS,Existing,Miami Gardens,25.940018,-80.26943,0
3718,Miami Gardens Dr & NW 52 Av,20,4,85,Fully Actuated,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.939522,-80.28571,0
3719,Miami Gardens Dr & NW 47 Av,20,4,85,Fully Actuated,D170,State,ATMS,Existing,Miami Gardens,25.939688,-80.27745,0
3166,Miami Gardens Dr & NW 12 Av,16,1,86,Fully Actuated,D170,State,ATMS,Existing,Miami Gardens,25.941881,-80.22121,0
3210,Miami Gardens Dr & NW 7 Av,16,1,86,Fully Actuated,D170,State,ATMS,Reconstruction,Miami Gardens,25.9422,-80.21319,0
3228,Miami Gardens Dr & NW 22 Av,16,1,86,Fully Actuated,D170,State,ATMS,Existing,Miami Gardens,25.941252,-80.23729,0
3271,Miami Gardens Dr & NW 17 Av,16,1,86,Fully Actuated,D170,State,ATMS,Reconstruction,Miami Gardens,25.94156,-80.22927,0
3486,Miami Gardens Dr & NW 8 Pl - S Leg & NW 9 Av - N Leg,16,1,86,Fully Actuated,D170,State,ATMS,Existing,Miami Gardens,25.942072,-80.216484,0
5027,Miami Gardens Dr & NW 14 Av,16,1,86,Fully Actuated,D170,State,ATMS,Existing,Miami Gardens,25.94173,-80.22522,0
6445,Miami Gardens Dr / NW 23 Av / NW 24 Av,16,1,86,Fully Actuated,D170E,County,ATMS,Existing,Miami Gardens,25.941132,-80.240486,0
2024,Miami Gardens Dr & NE 19 Av,11,1,88,SCOOT,D170,State,ATMS,Existing,North Miami Beach,25.946068,-80.162895,0
2526,Miami Gardens Dr & NE 22 Av,11,1,88,SCOOT,D170,State,ATMS,Existing,North Miami Beach,25.94717,-80.15674,0
5813,SW 2 Av & SW 3 St,97,3,27,SCOOT,D170,County,ATMS,Existing,Miami,25.771425,-80.197624,0
2538,N Miami Blvd & NE 16 Av,137,1,37,Traffic Responsive,D170E,State,ATMS,Reconstruction,North Miami,25.889286,-80.16625,0
3535,Kendall Dr & SW 107 Av,51,7,17,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.68698,-80.36585,0
6872,NW 1 St / Miami Ct / NW 1 Av,97,3,27,SCOOT,D170E,County,ATMS,Existing,Miami,25.775074,-80.19506,0
2549,US - 1 & NE 126 St,137,1,37,Traffic Responsive,D170E,State,ATMS,Existing,North Miami,25.892586,-80.16277,0
3581,Kendall Dr & SW 97 Av,51,7,17,SCOOT,D170E,State,ATMS,Existing,Unincorporated Miami-Dade,25.687544,-80.34971,1
2336,N Miami Av & N 8 St,107,3,28,SCOOT,D170E,County,ATMS,Existing,Miami,25.781841,-80.19388,0
2561,US - 1 & NE 6 Av,137,2,37,Traffic Responsive,D170,State,ATMS,Existing,Miami Shores,25.856678,-80.18496,0
3831,Kendall Dr & SW 99 Ct,51,7,17,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.687384,-80.35468,0
2338,NW 2 Av & NW 8 St,107,3,28,SCOOT,D170,County,ATMS,Existing,Miami,25.781687,-80.19798,0
2564,US - 1 & NE 96 St,137,2,37,Traffic Responsive,D170,State,ATMS,Existing,Miami Shores,25.86397,-80.17909,0
2345,N Miami Av & N 10 St,107,3,28,SCOOT,D170,County,ATMS,Existing,Miami,25.78377,-80.19393,0
2565,NE 10 Av & NE 96 St,137,2,37,Traffic Responsive,D170,County,ATMS,Existing,Miami Shores,25.864025,-80.17719,0
3144,US - 1 & NE 135 St,137,1,37,Traffic Responsive,D170,State,ATMS,Existing,North Miami,25.899931,-80.16054,0
3199,US - 1 & NE 108 St,137,2,37,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.874815,-80.17029,0
3232,Sans Souci Blvd & US - 1,137,2,37,Traffic Responsive,D170,State,ATMS,Reconstruction,North Miami,25.885237,-80.16502,0
3540,US - 1 & NE 105 St,137,2,37,Traffic Responsive,D170,State,ATMS,Reconstruction,Miami Shores,25.871994,-80.172585,0
3637,US - 1 & NE 87 St,137,2,37,Traffic Responsive,D170,State,ATMS,Existing,Miami Shores,25.855186,-80.184906,0
3815,US - 1 & NE 11200 Blk,137,2,37,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.879532,-80.167404,0
4005,US - 1 & NE 91 St,137,2,37,Traffic Responsive,D170,State,ATMS,Existing,Miami Shores,25.85899,-80.183266,0
4061,US - 1 & NE 114 St,137,2,37,Traffic Responsive,D170,State,ATMS,Reconstruction,Unincorporated Miami-Dade,25.881018,-80.16679,0
4113,Ixora Ln & US - 1,137,1,37,Traffic Responsive,D170E,State,ATMS,Existing,North Miami,25.896355,-80.16165,0
4147,US - 1 & NE 156 St,137,1,37,Traffic Responsive,D170,State,ATMS,Existing,North Miami Beach,25.919361,-80.15584,0
4152,US - 1 & NE 146 St,137,1,37,Traffic Responsive,D170,State,ATMS,Existing,North Miami,25.910482,-80.15738,0
4159,US - 1 & NE 151 St,137,1,37,Traffic Responsive,D170,State,ATMS,Existing,North Miami Beach,25.915077,-80.156654,0
4161,NE 16 Av & NE 127 St,137,1,37,Fully Actuated,D170E,County,ATMS,Existing,North Miami,25.89334,-80.166435,0
4293,US - 1 & NE 16 Av & NE 116 St,137,2,37,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.88264,-80.16604,0
4517,US - 1 & NE 107 St,137,2,37,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.873762,-80.17115,0
5441,US - 1 & NE 143 St,137,1,37,Traffic Responsive,D170,County,ATMS,Existing,North Miami Beach,25.907736,-80.1582,0
6711,NE 16 Av & NE 126 St,137,1,37,Fully Actuated,D170E,County,ATMS,Existing,North Miami,25.892435,-80.166405,0
2524,Miami Gardens Dr & W Dixie Hwy,8,1,38,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.947496,-80.1487,0
3454,US - 1 & NE 187 St,8,1,38,SCOOT,D170,State,ATMS,Existing,Aventura,25.948435,-80.14681,0
3469,Miami Gardens Dr & US - 1,8,1,38,SCOOT,D170,State,ATMS,Existing,Aventura,25.947401,-80.14698,0
3776,NE 24 Av & NE 203 St,8,1,38,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.96316,-80.153534,0
3816,W Dixie Hwy & NE 203 St,8,1,38,SCOOT,D170,County,ATMS,Reconstruction,Unincorporated Miami-Dade,25.963715,-80.147705,0
3841,Aventura Blvd & US - 1,8,1,38,SCOOT,D170,State,ATMS,Reconstruction,Aventura,25.959835,-80.14698,0
4299,Aventura Blvd & NE 29 Pl,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.961374,-80.14185,0
4301,US - 1 & NE 209 St,8,1,38,SCOOT,D170,State,ATMS,Existing,Aventura,25.969034,-80.14451,0
4603,NE 26 Av & NE 203 St,8,1,38,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.963518,-80.14954,0
4648,Aventura Blvd & Country Club Dr,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.961731,-80.13958,0
4655,SR - 856 & US - 1,8,1,38,SCOOT,D170,State,ATMS,Existing,Aventura,25.955158,-80.14683,1
4669,US - 1 & NE 195 St,8,1,38,SCOOT,D170,State,ATMS,Existing,Aventura,25.95697,-80.14689,0
4670,US - 1 & NE 196 St,8,1,38,SCOOT,D170,State,ATMS,Reconstruction,Aventura,25.958193,-80.146965,0
4771,NE 34 Av & NE 207 St,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.967577,-80.13368,0
4905,NE 29 Pl & NE 203 St,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.963728,-80.14193,0
4914,Country Club Dr N & NE 34 Av,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.96638,-80.13379,0
5244,W Dixie Hwy & NE 26 Av & NE 193 St,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.953903,-80.14905,0
5267,US - 1 & NE 208 St,8,1,38,SCOOT,D170,County,ATMS,Existing,Aventura,25.967854,-80.145065,0
5269,US - 1 & NE 191 St,8,1,38,SCOOT,D170,County,ATMS,Reconstruction,Aventura,25.952137,-80.14676,0
5508,Country Club Dr W & SR - 856 WB Off,8,1,38,Fully Actuated,D170,County,ATMS,Reconstruction,Aventura,25.95396,-80.13856,1
5664,NE 29 Av & NE 190 St,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.95145,-80.1427,0
5707,NE 25 Av & NE 203 St,8,1,38,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.963285,-80.15241,0
5736,Country Club Dr W & Spoke Rd,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.957281,-80.13934,0
5753,Country Club Dr E & Yacht Club Way,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.956146,-80.13048,0
5757,NE 203 St @ NE 2800,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.963688,-80.14308,0
5797,US - 1 & NE 213 St,8,1,38,SCOOT,D170,County,ATMS,Existing,Aventura,25.973022,-80.14274,0
5951,Abigail Rd & Spoke Rd,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.95697,-80.140236,0
5995,Country Club Dr W & NE 190 St,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.951664,-80.13851,0
5996,NE 30 Av & NE 207 St,8,1,38,Fully Actuated,D170E,County,ATMS,Existing,Aventura,25.967299,-80.14163,0
6032,US - 1 @ NE 20500 Blk,8,1,38,SCOOT,D170,County,ATMS,Existing,Aventura,25.965715,-80.1461,0
6058,US - 1 & NE 203 St,8,1,38,SCOOT,D170,County,ATMS,Existing,Aventura,25.963589,-80.14693,0
6312,NE 183 St & NE 31 Ct & NE 31 Av,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.945028,-80.13862,0
6313,NE 34 Av & NE 213 St,8,1,38,Fully Actuated,D170,County,ATMS,Existing,Aventura,25.97302,-80.134026,0
6504,NE 28 Ct & NE 187 St,8,1,38,Fully Actuated,,County,ATMS,Existing,Aventura,25.948528,-80.14364,0
