asset,polygon,perm_phs,veh_phs,ped_phs,excls_ped_phs,excl_phs,exc_veh_phs_id,excl_ped_phs_in_ovrlp,excl_veh_phs_in_ovrlp,midblock,excl_ped,ped_variant,x_ped_type,ped_note,lpi_adw,lpi_adw_cmmnt,apv,apv_comment,bos,awb,awb_comment,preempt,loc_preempt,rmt_preempt,prempt_comment,num_ovrlp,ovrlp,mltpl_ovrlp,lead_lag,ppin,ppin_id
3683,Other,"[1, 2, 4, 6]","[1, 2, 4, 6]","[2, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,2,Yes,Yes,No,No,[]
3686,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3687,Other,"[2, 6, 8]","[2, 6, 8]","[2, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3689,Other,"[1, 2, 3, 4, 6, 8]","[1, 2, 3, 4, 6, 8]",[8],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3690,6,"[2, 3, 4, 5, 6]","[2, 4, 5, 6]",[3],[3],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,Yes,[243]
3692,8,"[1, 2, 4, 6]","[1, 2, 4, 6]","[2, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,Yes,No,[]
3693,8,"[2, 5, 6, 8]","[2, 5, 6, 8]","[2, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,Yes,No,[]
3694,Other,"[2, 4, 5, 6, 7, 8]","[2, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3701,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3702,6,"[2, 3, 4, 5, 6]","[2, 4, 5, 6]",[3],[3],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,Yes,[243]
3708,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3709,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3710,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3712,11,"[1, 2, 4, 6, 7, 8]","[1, 2, 4, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3713,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3714,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3715,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3716,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3717,9,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3718,Other,"[1, 2, 4, 5, 6, 7, 8]","[1, 2, 4, 5, 6, 7, 8]","[2, 4, 6]",[],Yes,"[8, 4, 7]",N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3719,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3720,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3721,7,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3722,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,Yes,[233]
3723,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3724,11,"[2, 3, 4, 6, 7, 8]","[2, 3, 4, 6, 7, 8]","[2, 3, 6, 7]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3725,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3726,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
3728,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3729,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3730,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,1,Yes,No,No,No,[]
3731,Other,"[2, 4, 6]","[2, 4, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3732,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3733,Other,"[2, 4, 5, 6, 7, 8]","[2, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3735,Other,"[2, 4, 5, 6]","[2, 4, 5, 6]","[2, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3736,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3737,10,"[1, 2, 6, 8]","[1, 2, 6, 8]",[8],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,Yes,No,there is EV local preemption type 2.,0,No,No,No,No,[]
3738,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3739,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3740,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3741,Other,"[1, 2, 4, 5, 6]","[1, 2, 4, 5, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3742,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3743,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,Yes,,No,No,,No,No,No,,0,No,No,No,No,[]
3744,Other,"[1, 2, 3, 4, 6]","[1, 2, 3, 6]",[4],[4],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,Yes,[242]
3745,Other,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3746,Other,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","[2, 3, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
3747,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3748,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
3749,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
3750,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3751,Other,"[1, 2, 3, 4, 6, 8]","[1, 2, 3, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3753,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3754,Other,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]","[2, 4, 6]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3755,11,"[2, 4, 5, 6, 8]","[2, 4, 5, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3756,11,"[2, 3, 4, 5, 6, 8]","[2, 3, 4, 5, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3759,Other,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3760,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3764,Other,"[1, 2, 6, 8]","[1, 2, 6, 8]","[2, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3768,8,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3770,6,"[2, 4]","[2, 4]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3771,Other,"[2, 3, 4, 6]","[2, 3, 4, 6]",[3],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3772,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3773,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3774,Other,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","[2, 3, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,Yes,,No,No,,No,No,No,,0,No,No,No,No,[]
3776,8,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3778,Other,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,1,Yes,No,Yes,No,[]
3779,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3780,Other,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3781,Other,"[1, 2, 4, 6]","[1, 2, 4, 6]",[],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,Yes,No,[]
3782,Other,"[2, 5, 6, 8]","[2, 5, 6, 8]",[],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,2,Yes,Yes,No,Yes,[224]
3784,Other,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]",[],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,Yes,No,there is EV local preemption type 2.,2,Yes,Yes,Yes,No,[]
3785,Other,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3786,Other,"[2, 4, 6]","[2, 4, 6]",[4],[],No,[],N/A,N/A,No,No,[],N/A,,No,,Yes,,No,No,,No,No,No,,0,No,No,No,No,[]
3788,Other,"[2, 4, 5, 6, 7, 8]","[2, 4, 5, 6, 7, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3789,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3790,Other,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3791,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3792,Other,"[1, 2, 6, 8]","[1, 2, 6, 8]","[2, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
3793,Other,"[1, 2, 3, 4, 6]","[1, 2, 3, 6]","[2, 4, 6]",[4],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,No,No,No,,1,Yes,No,No,Yes,[245]
3794,Other,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3795,Other,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]","[2, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3796,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3797,Other,"[2, 3, 4, 8]","[2, 3, 4, 8]","[4, 8]",[],Yes,[3],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3798,Other,"[2, 3, 4, 5, 6, 7, 8]","[2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3800,Other,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]",[4],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3801,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3802,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3803,Other,"[4, 6]","[4, 6]","[4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
3804,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3806,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3807,9,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3808,9,"[1, 2, 6, 8]","[1, 2, 6, 8]",[8],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3809,9,"[2, 4, 5, 6, 8]","[2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3810,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
3812,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,Yes,No,there is RR local preemption.,0,No,No,No,No,[]
3813,Other,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3814,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3815,11,"[2, 4, 5, 6, 8]","[2, 4, 5, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3816,8,"[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,Yes,No,there is RR local preemption.,2,Yes,Yes,No,No,[]
3818,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
3819,Other,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3820,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3821,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3822,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3823,Other,"[2, 6, 7, 8]","[2, 6, 7, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],24/7,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
3824,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3825,Other,"[1, 2, 6, 7, 8]","[1, 2, 6, 7, 8]","[2, 6, 7]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3826,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
3827,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3828,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3829,Other,"[2, 4, 5, 6]","[2, 4, 5, 6]",[],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,1,Yes,No,No,No,[]
3830,Other,"[2, 4, 6, 7]","[2, 4, 6, 7]",[],[],Yes,[7],N/A,Yes,No,No,[],N/A,,No,,No,,No,No,,Yes,Yes,No,there is EV local preemption type 2.,1,Yes,No,No,Yes,[233]
3831,Other,"[1, 2, 3, 5, 6]","[1, 2, 3, 5, 6]","[2, 3, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3832,Other,"[1, 2, 6, 8]","[1, 2, 6, 8]",[8],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3833,Other,"[2, 4, 5, 6, 8]","[2, 4, 5, 6]",[8],[8],Yes,[4],Yes,Yes,No,No,[2],N/A,there is ped type 2. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,No,No,No,,1,Yes,No,No,Yes,[245]
3834,Other,"[1, 2, 4, 5, 6, 8]","[2, 4, 5, 6, 8]","[1, 2, 6]",[1],No,[],Yes,N/A,No,No,"[1, 2]",N/A,there is ped type 1a. there is ped type 2. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,Yes,No,there is EV local preemption type 2.,1,Yes,No,Yes,No,[]
3835,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3836,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
3837,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,Yes,No,there is EV local preemption type 2.,0,No,No,No,No,[]
