,Asset Id,Address,Latitude,Longitude,proposed_MoO
57,3740,Sunset Dr & SW 58 Av,25.704357,-80.28738,SCOOT
58,3790,Ludlam Rd & SW 80 St,25.696432,-80.301125,SCOOT
59,4195,US - 1 & SW 98 St,25.67948,-80.31705,SCOOT
60,4341,Dadeland Blvd & US - 1,25.684929,-80.312744,SCOOT
61,4481,SR - 878 & US - 1,25.693298,-80.303,SCOOT
62,4491,US - 1 & SW 58 Av & SW 70 St,25.706028,-80.28748,SCOOT
63,4498,Levante Av & Red Rd,25.709446,-80.28558,SCOOT
64,4681,Datran Dr & US - 1,25.683735,-80.31388,SCOOT
65,4683,US - 1 & SW 70 Av,25.690178,-80.30682,SCOOT
66,4706,US - 1 SB @ SW 6800 Blk,25.690937,-80.30586,SCOOT
67,4804,US - 1 & SW 73 St,25.703289,-80.29087,SCOOT
68,5128,Red Rd & San Remo Av,25.705935,-80.28545,SCOOT
69,5223,US - 1 @ SW 5700 Blk,25.70667,-80.28665,SCOOT
70,5402,Red Rd & SW 74 St,25.702574,-80.28531,SCOOT
71,5490,Red Rd & SW 64 St,25.711739,-80.28567,SCOOT
72,5661,US - 1 & SW 84 St,25.69252,-80.30392,SCOOT
73,6506,SW 62 Av & SW 73 St,25.703037,-80.29337,SCOOT
74,6900,US - 1 NB @ SW 6800 Blk,25.6911,-80.305664,SCOOT
75,2187,Flagler St E & US - 1 SB,25.774319,-80.187675,SCOOT
76,2211,US - 1 SB & SE 1 St,25.77354,-80.187546,SCOOT
77,2224,US - 1 SB & SE 2 St,25.772766,-80.18745,SCOOT
78,2296,US - 1 SB & NE 1 St,25.7753,-80.18777,SCOOT
79,2304,US - 1 SB & NE 2 St,25.776245,-80.18795,SCOOT
80,2308,US - 1 SB & NE 3 St,25.777193,-80.18828,SCOOT
81,2312,US - 1 SB & NE 4 St,25.77815,-80.18853,SCOOT
82,3493,US - 1 NE & Chopin Plz,25.772764,-80.18713,SCOOT
83,5268,Port Blvd @ Bayside Exit,25.780067,-80.18774,SCOOT
84,6466,Atlantic Way & S Cruise Blvd,25.775501,-80.17203,NO SCOOT
85,6471,Port Blvd & Eastern Port Blvd,25.77047,-80.16236,NO SCOOT
86,6893,Europe Way & S Cruise Blvd,25.774506,-80.170006,NO SCOOT
87,2390,US - 1 & NE 19 St,25.794834,-80.18901,SCOOT
88,2417,US - 1 & NE 29 St,25.804264,-80.189354,SCOOT
89,2418,NE 2 Av & NE 29 St,25.804213,-80.19105,NO SCOOT
90,3596,US - 1 & NE 22 St,25.79813,-80.18909,SCOOT
91,3597,US - 1 & NE 26 St,25.801619,-80.18915,SCOOT
92,3598,US - 1 & NE 33 St,25.807783,-80.18947,SCOOT
93,4136,US - 1 & NE 17 Ter,25.792349,-80.188965,SCOOT
94,4288,US - 1 & NE 17 St,25.791365,-80.18901,SCOOT
95,4836,US - 1 & NE 21 St,25.797136,-80.18906,SCOOT
96,2136,Flagler St W & LeJeune Rd,25.77168,-80.26368,SCOOT
97,2152,Flagler St W / W 40 Av / W 40 Ct,25.77171,-80.261795,NO SCOOT
98,2206,Douglas Rd & Flager St W,25.77182,-80.25542,SCOOT
99,4728,Okeechobee Rd & W 19 St,25.838589,-80.3018,NO SCOOT
100,5492,Milam Dairy Rd & South River Dr,25.847136,-80.3143,SCOOT
101,3617,Flagler St W & W 43 Av,25.771624,-80.265686,SCOOT
102,6902,South River Dr & NW 74 Av,25.850506,-80.31881,SCOOT
103,2575,Coral Way / Galiano St / Ponce De Leon Blvd,25.749613,-80.257645,SCOOT
104,6688,Flagler St W / W 38 Av / W 38 Ct,25.771791,-80.2577,NO SCOOT
105,2576,Coral Way / Ponce De Leon Blvd / Salzedo St,25.749502,-80.259674,SCOOT
106,2581,Andaluisa Av & Douglas Rd & SW 22 Ter,25.748905,-80.25457,SCOOT
107,2901,South Dr & NW 36 St,25.807913,-80.279724,SCOOT
108,2582,Andaluisa Av & Galiano St,25.748772,-80.25665,SCOOT
109,2902,Curtiss Pkwy & NW 36 St,25.8076,-80.28916,SCOOT
110,2583,Andaluisa Av & Salzedo St,25.748552,-80.2607,SCOOT
111,3142,Palmetto Dr & NW 36 St,25.807873,-80.28092,SCOOT
112,2585,Alhambra Cir & Ponce De Leon Blvd,25.752142,-80.25873,SCOOT
113,3143,East Dr & NW 36 St,25.808163,-80.2727,SCOOT
114,2586,Alhambra Cir & Salzedo St,25.751978,-80.26078,SCOOT
115,3233,NW 36 St @ NW 4900 Blk,25.808027,-80.2767,SCOOT
116,3234,NW 36 St @ NW 5300 Blk,25.807766,-80.28383,SCOOT
117,3903,NW 66 Av & NW 36 St,25.807161,-80.30327,SCOOT
118,5333,Ludlam Rd & NW 36 St,25.807411,-80.305176,SCOOT
119,2641,Alton Rd & 6 St,25.775705,-80.140755,SCOOT
120,2642,Alton Rd & 8 St,25.778173,-80.14084,SCOOT
121,2643,Alton Rd & 11 St,25.781738,-80.140945,SCOOT
122,2812,West Av & 15 St,25.787298,-80.14234,NO SCOOT
123,3372,Alton Rd & 10 St,25.780523,-80.1409,SCOOT
124,3374,West Av & 10 St,25.780493,-80.14216,SCOOT
125,3911,Alton Rd / 14 Ct / 14 St,25.785803,-80.14109,SCOOT
126,4631,Alton Rd & 12 St,25.782743,-80.14097,SCOOT
127,6014,West Av & 8 St,25.778143,-80.14203,NO SCOOT
128,6470,West Av & 11 St,25.78171,-80.14218,NO SCOOT
129,2726,James Av & 17 St,25.792309,-80.13076,NO SCOOT
130,2795,Washington Av & 6 St,25.77587,-80.13387,NO SCOOT
131,2796,Washington Av & 7 St,25.777063,-80.13358,NO SCOOT
132,2797,Washington Av & 8 St,25.778337,-80.133316,NO SCOOT
133,2798,Washington Av & 9 St,25.779474,-80.13308,NO SCOOT
134,2799,Washington Av & 10 St,25.780714,-80.13281,NO SCOOT
135,2800,Washington Av & 11 St,25.781946,-80.13255,NO SCOOT
136,2801,Washington Av & 12 St,25.782957,-80.13232,NO SCOOT
137,2802,Washington Av & 13 St,25.784185,-80.13212,NO SCOOT
138,2803,Washington Av & 14 St,25.785429,-80.13195,NO SCOOT
139,2804,Espanola Way & Washington Av,25.786932,-80.13175,NO SCOOT
140,2805,Washington Av & 15 St,25.787567,-80.131775,NO SCOOT
141,2806,Washington Av & 16 St,25.789116,-80.13181,NO SCOOT
142,2807,Lincoln Rd & Washington Av,25.790676,-80.13188,NO SCOOT
143,2808,Washington Av & 17 St,25.792269,-80.13193,SCOOT
144,2809,Washington Av & 20 St,25.7966,-80.13209,SCOOT
145,3393,Washington Av & 18 St,25.793848,-80.13198,SCOOT
146,3394,Washington Av & 19 St,25.795023,-80.13203,SCOOT
147,3506,Washington Av & 21 St,25.797495,-80.13213,SCOOT
148,2650,Alton Rd & Art Godfrey,25.812939,-80.13581,SCOOT
149,2655,Art Godfrey Rd & Chase Av,25.813824,-80.13169,SCOOT
150,2720,Art Godfrey Rd & Indian Creek Dr,25.81326,-80.123955,SCOOT
151,2750,Art Godfrey Rd & Meridian Av,25.813848,-80.13345,SCOOT
152,2771,Art Godfrey Rd & Pine Tree Dr,25.813698,-80.126465,SCOOT
153,2778,Prarie Av & 40 St,25.813068,-80.13062,SCOOT
154,2779,Art Godfrey Rd & Prarie Av,25.81384,-80.130516,SCOOT
155,2781,Royal Palm Av & 40 St,25.81294,-80.12941,SCOOT
156,2782,Art Godfrey Rd & Royal Palm Av,25.813835,-80.12925,SCOOT
157,2783,Art Godfrey Rd & Sheridan Av,25.81381,-80.127594,SCOOT
158,3409,Art Godfrey Rd / Alton Rd / Garden Av,25.813297,-80.13504,SCOOT
159,3905,Art Godfrey Rd / Prarie Av / Royal Palm Av,25.813854,-80.12992,SCOOT
160,3908,Art Godfrey Rd / Royal Palm Av / Sheridan Av,25.813826,-80.1286,SCOOT
161,4154,Pine Tree Dr & 42 St,25.814497,-80.12631,NO SCOOT
162,2843,LeJeune Rd & Okeechobee Rd,25.810884,-80.26468,SCOOT
163,2900,Sheridan Dr & NW 36 St,25.808298,-80.26757,SCOOT
164,3022,Royal Poinciana Blvd S & NW 36 St,25.808435,-80.26324,SCOOT
165,3023,Le Jeune Rd & NW 36 St,25.808392,-80.26458,SCOOT
166,3048,North River Dr & NW 36 St,25.808498,-80.26007,SCOOT
167,3124,LeJeune Rd & NW 25 St,25.798498,-80.26439,SCOOT
168,3125,LeJeune Rd & NW 31 St,25.803473,-80.2645,SCOOT
169,3156,Lee Dr & NW 36 St,25.808249,-80.269615,SCOOT
170,4957,South River Dr @ NW 4000 Blk,25.807781,-80.26214,SCOOT
171,6405,LeJeune Rd & NW 28 St,25.800972,-80.26449,SCOOT
172,2994,Quail Roost Dr & US - 1,25.596088,-80.35535,SCOOT
173,3224,Franjo Rd & US - 1 Evergreen St,25.606201,-80.348595,SCOOT
174,3348,Homestead Av / Jessamine St / Kumquat St,25.603094,-80.3546,NO SCOOT
175,3556,US - 1 NB & SW 174 St,25.60834,-80.347626,NO SCOOT
176,3557,Hibiscus St & US - 1 SB,25.604418,-80.35157,NO SCOOT
177,3558,Hibiscus St & US - 1 NB,25.60387,-80.3502,NO SCOOT
178,3566,Banyan St & US - 1 SB,25.60858,-80.34963,NO SCOOT
179,3641,Homestead Av & Quail Roost Dr,25.596138,-80.35787,NO SCOOT
180,3872,Marlin Rd & US - 1,25.589037,-80.3596,SCOOT
181,4535,Coral Reef Dr @ SW 9200 Blk,25.628891,-80.34215,NO SCOOT
182,4712,US - 1 & SW 184 St,25.59859,-80.35419,SCOOT
183,4713,Homestead Av & SW 184 St,25.59851,-80.35674,NO SCOOT
184,5462,US - 1 @ SW 19500 Blk,25.587309,-80.361244,SCOOT
185,5562,Richmond Dr & S Dade Bswy,25.613903,-80.348335,NO SCOOT
186,5563,Banyan St & S Dade Bswy,25.60897,-80.35065,NO SCOOT
187,5564,Hibiscus St & S Dade Bswy,25.604786,-80.35258,NO SCOOT
188,5565,S Dade Bswy & SW 184 St,25.598608,-80.355446,NO SCOOT
189,5566,Quail Roost Dr & S Dade Bswy,25.59612,-80.35679,NO SCOOT
190,5567,Marlin Rd & S Dade Bswy,25.589836,-80.36067,NO SCOOT
191,5941,Coral Reef Dr & SW 93 Av,25.628853,-80.343765,NO SCOOT
192,2736,MacArthur Cswy & Terminal Isle,25.771881,-80.1495,SCOOT
193,2737,MacArthur Cswy & Palm Isle & Hibiscus Isle,25.777414,-80.16368,SCOOT
194,2738,MacArthur Cswy & Star Isle,25.772345,-80.151886,SCOOT
195,3311,Kendall Dr / SW 79 Av / SW 82 Av,25.688345,-80.32419,SCOOT
196,3322,Kendall Dr @ SW 7200 Blk,25.688782,-80.31137,SCOOT
197,3668,Kendall Dr & SR-826 NB,25.688555,-80.31639,SCOOT
198,3774,Kendall Dr & SW 79 Av-N Leg,25.688438,-80.32137,SCOOT
199,3972,Kendall Dr & SW 77 Av,25.688454,-80.3194,SCOOT
200,3997,Dadeland Blvd & Kendall Dr,25.688694,-80.31351,SCOOT
201,5433,Collins Av / 167 St / 168 St,25.931328,-80.12197,NO SCOOT
202,4137,Kendall Dr & SW 73 Pl @ SW 7500 Blk,25.688616,-80.314926,SCOOT
203,2626,Granada Blvd & SW 8 St,25.764011,-80.27562,SCOOT
204,2589,Almeria Av & Ponce De Leon Blvd,25.747112,-80.25855,SCOOT
205,2632,SW 62 Av & SW 8 St,25.763311,-80.295876,SCOOT
206,2590,Aragon Av & Ponce De Leon Blvd,25.75049,-80.25867,SCOOT
207,2591,Aragon Av & Salzedo St,25.750347,-80.26075,SCOOT
208,3818,SW 8 St / Wallace St / SW 51 Ct,25.763927,-80.27786,NO SCOOT
209,2608,Giralda Av & Ponce De Leon Blvd,25.75126,-80.25872,SCOOT
210,4378,SW 47 Av & SW 8 St,25.76417,-80.27146,SCOOT
211,2609,Giralda Av & Salzedo St,25.751097,-80.26077,SCOOT
212,4494,SW 8 St / SW 58 Av / SW 58 Ct,25.763487,-80.2904,SCOOT
213,2613,Coral Way & Galiano St,25.749662,-80.2567,SCOOT
214,4657,SW 8 St / SW 60 Av / SW 60 Ct,25.763384,-80.29375,SCOOT
215,2614,Coral Way & Ponce De Leon Blvd,25.749544,-80.258644,SCOOT
216,2175,Bird Av & SW 27 Av,25.735512,-80.23767,NO SCOOT
217,2615,Coral Way & Salzedo St,25.749454,-80.26069,SCOOT
218,2629,Ponce De Leon Blvd & Valencia Av,25.74787,-80.25857,SCOOT
219,2635,Coral Way & Douglas Rd,25.749859,-80.254616,SCOOT
220,3104,Coral Way / Douglas Rd / Galiano St,25.749716,-80.25578,SCOOT
221,3105,Coral Way / Salzedo St / LeJeune Rd,25.749403,-80.26165,SCOOT
222,3120,Ponce De Leon Blvd / Mendoza Av / Zamora Av,25.757048,-80.2589,SCOOT
223,3121,Ponce De Leon Blvd / Minorca Av / Navarre Av,25.754204,-80.25878,SCOOT
224,3170,Andaluisa Av & Ponce De Leon Blvd,25.748655,-80.258606,SCOOT
225,3181,Coral Way & SW 36 Av,25.749954,-80.25209,SCOOT
226,3206,Salzedo St & Valencia Av,25.747763,-80.26064,SCOOT
227,3240,Douglas Rd & SW 16 St,25.757252,-80.25487,SCOOT
228,3580,Alhmabra Plz & Douglas Rd,25.752443,-80.25471,SCOOT
229,3600,Galiano St & Giralda Av & Merick Way,25.751423,-80.25675,SCOOT
230,3771,Malaga Av & Ponce De Leon Blvd,25.744135,-80.25841,SCOOT
231,4107,Ponce De Leon Blvd & Salamanca Av,25.758986,-80.25895,SCOOT
232,2201,Flagler St W & W 17 Av,25.773094,-80.22286,SCOOT
233,4119,Almeria Av & Salzedo St,25.747004,-80.26059,SCOOT
234,4181,Galiano St & Valencia Av,25.747972,-80.25662,SCOOT
235,4414,Alcazar Av & Salzedo St,25.752869,-80.26079,SCOOT
236,4417,Alcazar Av & Ponce De Leon Blvd,25.753033,-80.25876,SCOOT
237,4567,Douglas Rd & SW 28 St-W Leg,25.739132,-80.25417,SCOOT
238,5140,Douglas Rd & Minorca Av,25.753323,-80.254745,SCOOT
239,5169,Alhambra Plz & Galiano St,25.752272,-80.25679,SCOOT
240,6669,Douglas Rd & SW 12 St,25.761066,-80.25502,SCOOT
241,6914,Douglas Rd & SW 17 St,25.755236,-80.25476,SCOOT
242,2584,Andaluisa Av & LeJeune Rd,25.748419,-80.262695,SCOOT
243,2587,Alhambr Cir & LeJeune Rd,25.751835,-80.262794,SCOOT
244,2592,Aragon Av & LeJeune Rd,25.750246,-80.26275,SCOOT
245,2604,Coral Way & LeJeune Rd,25.749327,-80.26278,SCOOT
246,2627,LeJeune Rd & University Dr,25.74207,-80.262405,SCOOT
247,2628,Segovia St & University Dr,25.738272,-80.2663,NO SCOOT
248,3113,LeJeune Rd / SW 16 St / SW 17 St,25.756805,-80.26296,SCOOT
249,3117,LeJeune Rd & Valencia Av,25.747677,-80.26263,SCOOT
250,3786,LeJeune Rd & Minorca Av,25.75324,-80.26287,SCOOT
251,4749,Salzedo St & University Dr,25.743227,-80.26044,SCOOT
252,5120,Biltmore Way & Hernando St,25.74829,-80.264755,NO SCOOT
253,6033,Anastasia Av & Segovia St,25.741919,-80.266426,NO SCOOT
254,6034,Riviera Dr & University Dr,25.739933,-80.265076,NO SCOOT
255,6416,Segovia St & Valencia Av,25.747269,-80.26669,NO SCOOT
256,6811,LeJeune Rd & Sevilla Av,25.746115,-80.26258,SCOOT
257,2283,NW 7 St / NW 21 Av / NW 22 Av,25.779707,-80.23004,SCOOT
258,2317,NW 12 Av & NW 4 St,25.777374,-80.21477,SCOOT
259,2328,NW 12 Av & NW 7 St,25.780182,-80.21483,SCOOT
260,2330,NW 17 Av & NW 7 St,25.77996,-80.22252,SCOOT
261,2332,NW 22 Av & NW 7 St,25.779694,-80.23121,SCOOT
262,3269,NW 22 Av / NW 4 St / NW 5 St,25.777557,-80.23112,NO SCOOT
263,3616,NW 22 Av & NW 11 St,25.783262,-80.23126,SCOOT
264,4295,NW 13 Av & NW 7 St,25.78013,-80.21646,SCOOT
265,4490,NW 22 Av & NW 14 St,25.787092,-80.23129,SCOOT
266,5597,NW 14 Av & NW 7 St,25.78006,-80.21819,SCOOT
267,5801,NW 7 St / NW 23 Ct / NW 23 Pl,25.779558,-80.23453,SCOOT
268,6881,NW 15 Av & NW 7 St,25.780054,-80.21989,SCOOT
269,6882,NW 17 Av & NW 3 St,25.776276,-80.222916,SCOOT
270,6888,NW 14 Av & NW 3 St,25.7763,-80.218094,NO SCOOT
271,3013,Hispanola Av & J.F.Kennedy Cswy,25.848757,-80.15062,NO SCOOT
272,3014,Adventure Av & J.F.Kennedy,25.848658,-80.15405,NO SCOOT
273,3015,J.F.Kennedy Cswy & Larry Paskow Way & Harbor Isle,25.848494,-80.15862,NO SCOOT
274,3016,J.F.Kennedy Cswy & Treasure Dr E,25.848446,-80.146324,NO SCOOT
275,3785,J.F.Kennedy Cswy & Pelican Harbor Dr,25.848343,-80.16676,NO SCOOT
276,3874,J.F.Kennedy Cswy @ 1800 Blk,25.848467,-80.14841,NO SCOOT
277,2725,Indian Creek Dr & 71 St,25.855999,-80.12505,NO SCOOT
278,2756,Rue Notre Dame & 71 St,25.854267,-80.132454,NO SCOOT
279,2757,Trouville Esple & 71 St,25.851614,-80.1373,NO SCOOT
280,2759,Bay Dr E & Normandy Dr & 71 St,25.855883,-80.128,NO SCOOT
281,2760,Normandy Dr & Rue Versailles,25.855762,-80.12972,NO SCOOT
282,2761,Normandy Dr & Trouville Espl,25.852484,-80.13758,NO SCOOT
283,2763,Biarritz Dr & Normandy Dr,25.851776,-80.14264,NO SCOOT
284,2764,Bay Dr W & Normandy Dr & 71 St,25.8511,-80.14329,NO SCOOT
285,2765,Rue Vendome & 71 St,25.855314,-80.12878,NO SCOOT
286,5236,Normandy Dr / Rue Notre Dame / Vichy Dr,25.85555,-80.13134,NO SCOOT
287,6577,Indian Creek Dr & 69 St,25.854195,-80.12378,NO SCOOT
288,2153,SW 8 Av / SW 3 St / SW 4 St,25.770452,-80.20762,NO SCOOT
289,2154,SW 12 Av / SW 2 St / SW 3 St,25.771124,-80.214584,NO SCOOT
290,2197,Flagler St W & W 8 Av,25.773714,-80.207695,SCOOT
291,2198,Flagler St W & W 12 Av,25.773499,-80.21467,NO SCOOT
292,2199,Flagler St W & W 13 Av,25.773455,-80.21634,NO SCOOT
293,2200,Flagler St W & W 16 Av,25.77331,-80.22136,NO SCOOT
294,2176,Bird Av & SW 32 Av,25.735325,-80.24586,SCOOT
295,2202,Flagler St W & W 22 Av,25.772566,-80.23098,NO SCOOT
296,2207,Grand Av & Main Hwy & McFarlane Rd,25.72809,-80.24227,NO SCOOT
297,2219,SW 8 Av & SW 1 St,25.77273,-80.20769,SCOOT
298,2208,Douglas Rd & Grand Av,25.727646,-80.2536,SCOOT
299,2220,SW 12 Av & SW 1 St,25.772524,-80.21464,SCOOT
300,3292,Bayshore Dr S & SW 27 Av,25.728672,-80.237366,NO SCOOT
301,2616,Douglas Rd & Ponce De Leon Blvd,25.770144,-80.25536,SCOOT
302,3793,Grand Av & SW 32 Av,25.727955,-80.24549,NO SCOOT
303,4745,Bird Av & Virgina St,25.735418,-80.241745,NO SCOOT
304,4746,Aviation Av & Tigertail Av,25.733738,-80.2347,NO SCOOT
305,4748,Aviation Av & Bayshore Dr S,25.732412,-80.23352,NO SCOOT
306,2594,Bird Rd & Ponce De Leon Blvd,25.734896,-80.258575,SCOOT
307,2595,Bird Rd & LeJeune Rd,25.734787,-80.26209,SCOOT
308,2596,Bird Rd & Riviera Dr,25.734701,-80.26427,SCOOT
309,2597,Bird Rd & Granada Blvd & University Dr E,25.734354,-80.273636,SCOOT
310,2598,Bird Rd & University Rd W,25.734293,-80.27522,NO SCOOT
311,2599,Bird Rd & Red Rd,25.73404,-80.286514,SCOOT
312,2963,Bird Rd & Ludlam Rd,25.733402,-80.30287,SCOOT
313,3272,Altara Av & LeJeune Rd,25.733063,-80.26201,SCOOT
314,3739,Alhambra Cir & Bird Rd,25.734087,-80.28443,SCOOT
315,4377,Bird Rd & SW 62 Av,25.733713,-80.29469,SCOOT
316,6079,LeJeune Rd @ SW 4500 Blk,25.730856,-80.26191,SCOOT
317,6165,Ponce De Leon Blvd & San Lorenzo Av,25.73175,-80.258415,SCOOT
318,3325,Bird Rd & SW 72 Av,25.733168,-80.31092,SCOOT
319,3523,Bird Rd & SR-826 W,25.732958,-80.31903,SCOOT
320,4062,Bird Rd & SR-826 NB,25.732977,-80.31729,SCOOT
321,4370,Bird Rd & SW 79 Av,25.733128,-80.32338,SCOOT
322,5590,Bird Rd & SW 7800 Blk,25.733063,-80.32126,SCOOT
323,6121,Bird Rd & SW 74 Av,25.733067,-80.315056,SCOOT
324,6655,SW 72 Av & SW 39 St,25.734623,-80.31092,SCOOT
325,2932,SW 82 Av / SW 35 St / SW 36 St,25.737309,-80.32753,NO SCOOT
326,2948,Bird Rd / SW 97 Av / SW 98 Pl,25.73267,-80.353195,NO SCOOT
327,2964,Bird Rd & Galloway Rd,25.733093,-80.33582,SCOOT
328,2965,Bird Rd & SW 97 Av,25.73271,-80.35173,SCOOT
329,2966,Bird Rd & SW 107 Av,25.732307,-80.367775,SCOOT
330,3126,SW 97 Av/SW 38 St/SW 39 St,25.733831,-80.35173,NO SCOOT
331,3317,Bird Rd & SW 82 Av,25.733292,-80.32746,SCOOT
332,3343,Bird Rd & SW 112 Av,25.732174,-80.375694,SCOOT
333,3352,Bird Rd & SW 92 Av,25.732895,-80.34373,SCOOT
334,3591,Bird Rd & SW 102 Av,25.732523,-80.359764,SCOOT
335,3613,Bird Rd & SW 117 Av,25.732035,-80.38327,SCOOT
336,3801,Bird Rd & SW 122 Av,25.729889,-80.39157,SCOOT
337,3936,SW 92 Av & SW 32 St,25.74016,-80.34368,NO SCOOT
338,3996,SW 117 Av @ SW 4100 Blk,25.730227,-80.38319,SCOOT
339,4057,Bird Rd & SR - 821 SB,25.732035,-80.38609,SCOOT
340,4297,Bird Rd & SW 99 Av,25.732628,-80.355736,SCOOT
341,4508,Bird Rd & SW 84 Av,25.733189,-80.331635,SCOOT
342,4880,Bird Rd & SW 109 Av,25.732239,-80.37173,SCOOT
343,5133,SW 112 Av & SW 47 Ter,25.723038,-80.3753,NO SCOOT
344,5337,SW 112 Av & SW 32 St,25.739397,-80.37582,SCOOT
345,5383,SW 82 Av & SW 32 St,25.740597,-80.32757,NO SCOOT
346,5408,Bird Rd & SW 119 Ct,25.731379,-80.38825,SCOOT
347,5487,SW 117 Av @ SW 3700 Blk,25.734844,-80.383415,SCOOT
348,5666,Bird Rd @ SW 11500 Blk,25.732092,-80.381485,SCOOT
349,5784,SW 117 Av & SW 32 St,25.739254,-80.38362,NO SCOOT
350,6000,SW 112 Av & SW 38 St,25.733965,-80.37575,SCOOT
351,6493,SW 112 Av & SW 41 Ter,25.729794,-80.3756,SCOOT
352,2151,Flagler St W / W 29 Av / W 30 Av,25.77225,-80.24171,NO SCOOT
353,2203,Flagler St W & W 24 Av,25.772486,-80.235016,NO SCOOT
354,2204,Flagler St W & W 27 Av,25.772339,-80.239105,SCOOT
355,2205,Flagler St W & W 32 Av,25.772055,-80.247635,NO SCOOT
356,3823,Flagler St W & W 25 Av,25.772398,-80.23708,NO SCOOT
357,2908,Miami Gardens Dr & NW 27 Av,25.940952,-80.245316,SCOOT
358,3251,NW 27 Av & NW 160 St,25.92023,-80.24445,SCOOT
359,3403,NW 27 Av & NW 207 St,25.964535,-80.246704,SCOOT
360,3559,NW 27 Av & NW 151 St,25.911825,-80.24416,SCOOT
361,3589,NW 27 Av & NW 175 St,25.933653,-80.24495,SCOOT
362,3829,NW 27 Av @ NW 21000 Blk,25.967112,-80.24675,SCOOT
363,4056,SR - 826 EB & NW 27 Av,25.92607,-80.24459,NO SCOOT
364,4281,NW 27 Av & NW 191 St,25.948172,-80.24566,SCOOT
365,4290,NW 27 Av @ NW 18700 Blk,25.944874,-80.24555,NO SCOOT
366,4619,NW 27 Av & NW 199 St,25.955387,-80.24609,SCOOT
367,5239,NW 27 Av & NW 203 St,25.960482,-80.24641,NO SCOOT
368,5240,NW 26 AV & NW 199 St,25.955038,-80.24324,SCOOT
369,5241,SR - 821 EB & NW 27 Av,25.971746,-80.246826,SCOOT
370,5242,SR - 821 WB & NW 27 Av,25.97432,-80.247086,SCOOT
371,5902,NW 27 Av & NW 211 St,25.968197,-80.24677,SCOOT
372,6090,NW 27 Av @ NW 15200 Blk,25.913439,-80.24424,NO SCOOT
373,6411,NW 29 Ct & NW 199 St,25.955362,-80.24942,SCOOT
374,6723,NW 199 St @ NW 2200 Blk,25.954338,-80.23828,SCOOT
375,6979,NW 199 St & SR - 821 Ramp,25.955303,-80.233635,SCOOT
376,2844,Okeechobee Rd & E 4 Av,25.817142,-80.273094,NO SCOOT
377,2845,Okeechobee Rd & E 1 Av,25.822016,-80.279465,NO SCOOT
378,2846,Okeechobee Rd & Palm Av,25.823479,-80.28149,NO SCOOT
379,2847,Hialeah Dr & Okeechobee Rd,25.822657,-80.28034,NO SCOOT
380,2850,Hialeah Dr & E 1 Av,25.822733,-80.279335,NO SCOOT
381,3020,East Dr & Royal Poinciana Blvd S,25.815758,-80.27301,NO SCOOT
382,3198,Okeechobee Rd & Red Rd & W 9 St,25.829697,-80.28978,NO SCOOT
383,5019,Palm Av & 3 St,25.82446,-80.2814,NO SCOOT
384,3520,Ludlam Rd & Okeechobee Rd,25.841866,-80.30625,SCOOT
385,3608,Okeechobee Rd & W 16 Av & W 29 St,25.847971,-80.31436,SCOOT
386,4411,Okeechobee Rd & W 8 Av,25.835949,-80.2982,NO SCOOT
387,4531,South River Dr & NW 74 St,25.841282,-80.3066,SCOOT
388,3237,Galloway Rd & Kendall Dr,25.688107,-80.333534,SCOOT
389,2221,SW 16 Av & SW 1 St,25.772322,-80.22134,NO SCOOT
390,2240,SW 1 Av & SW 7 St,25.767317,-80.19512,SCOOT
391,2241,SW 2 Av & SW 7 St,25.767263,-80.19746,SCOOT
392,2244,S Miami Av & S 8 St,25.766415,-80.19331,SCOOT
393,2245,SW 1 Av E & SW 8 St,25.766357,-80.19531,SCOOT
394,2246,SW 2 Av & SW 8 St,25.766283,-80.19742,SCOOT
395,3326,SW 3 Av & SW 8 St,25.766254,-80.19912,SCOOT
396,3327,SW 4 Av & SW 8 St,25.766212,-80.200745,SCOOT
397,3381,SW 4 Av & SW 7 St,25.767143,-80.20083,SCOOT
398,3449,S Miami Av & S 7 St,25.76737,-80.19335,SCOOT
399,3450,SW 3 Av & SW 7 St,25.767199,-80.19916,SCOOT
400,4388,SW 5 Av & SW 8 St,25.766129,-80.20242,SCOOT
401,5213,SW 4 Av & SW 6 St,25.768095,-80.200836,SCOOT
402,5405,SE 8 St / S Miami Av / SE 1 Av,25.766443,-80.19219,SCOOT
403,6942,SW 7 St @ SE 90 Blk,25.767399,-80.19229,SCOOT
404,2148,Flagler St E / E 1 Av / E 2 Av,25.774216,-80.191086,SCOOT
405,2149,Flagler St E / Miami Av / E 1 Av,25.77416,-80.19278,SCOOT
406,2167,SE 1 St / SE 1 Av / SE 2 Av,25.773376,-80.19106,SCOOT
407,2168,SE 1 St / S Miami Av / SE 1 Av,25.773329,-80.19299,SCOOT
408,2188,Flagler St E & E 3 Av,25.774261,-80.18897,SCOOT
409,2189,Flagler St E & E 2 Av,25.774244,-80.19027,SCOOT
410,2190,Flagler St E & E 1 Av,25.774187,-80.191925,SCOOT
411,2191,Flagler St & Miami Av,25.774134,-80.19362,SCOOT
412,2212,SE 3 Av & SE 1 St,25.77344,-80.188965,SCOOT
413,2213,SE 2 Av & SE 1 St,25.773401,-80.190186,SCOOT
414,2214,SE 1 Av & SE 1 St,25.773346,-80.19186,SCOOT
